year,state,place,subgroup_type,subgroup,index_transportation_cost,index_transportation_cost_quality
2015,05,41000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25288381790391234,1
2015,05,66080,race-ethnicity,All,0.27097324135175066,1
2015,05,66080,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,05,66080,race-ethnicity,Majority White-NH Tracts,0.2826952070335015,1
2015,05,66080,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25234368236276067,1
2015,06,00562,race-ethnicity,All,0.17783476618470756,1
2015,06,00562,race-ethnicity,Majority Non-White Tracts,0.16405844155844157,1
2015,06,00562,race-ethnicity,Majority White-NH Tracts,0.1788569293985805,1
2015,06,00562,race-ethnicity,Mixed Race and Ethnicity Tracts,0.17949402891263358,1
2015,06,00884,race-ethnicity,All,0.22446356344690477,1
2015,06,00884,race-ethnicity,Majority Non-White Tracts,0.22360686877896815,1
2015,06,00884,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,06,00884,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2323702664796634,1
2015,06,02000,race-ethnicity,All,0.2456724413162415,1
2015,06,02000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,02000,race-ethnicity,Majority White-NH Tracts,0.2501161827689743,1
2015,06,02000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23540788116232822,1
2015,06,02252,race-ethnicity,All,0.21172255303909146,1
2015,06,02252,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,02252,race-ethnicity,Majority White-NH Tracts,0.2085180953619517,1
2015,06,02252,race-ethnicity,Mixed Race and Ethnicity Tracts,0.21265213019693577,1
2015,06,02364,race-ethnicity,All,0.31703648862860934,1
2015,06,02364,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,02364,race-ethnicity,Majority White-NH Tracts,0.31703648862860934,1
2015,06,02364,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,03526,race-ethnicity,All,0.3265876764498479,1
2015,06,03526,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,03526,race-ethnicity,Majority White-NH Tracts,0.3268612473836825,1
2015,06,03526,race-ethnicity,Mixed Race and Ethnicity Tracts,0.32538791256903843,1
2015,06,04982,race-ethnicity,All,0.228923886779427,1
2015,06,04982,race-ethnicity,Majority Non-White Tracts,0.21385690789473683,1
2015,06,04982,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,06,04982,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23766980360065468,1
2015,06,06000,race-ethnicity,All,0.16925517782085067,1
2015,06,06000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,06000,race-ethnicity,Majority White-NH Tracts,0.17858953981229186,1
2015,06,06000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.15660185707689941,1
2015,06,08786,race-ethnicity,All,0.2501654556028302,1
2015,06,08786,race-ethnicity,Majority Non-White Tracts,0.27,1
2015,06,08786,race-ethnicity,Majority White-NH Tracts,0.24877547216514162,1
2015,06,08786,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24693809677034104,1
2015,06,08954,race-ethnicity,All,0.229173375885496,1
2015,06,08954,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,08954,race-ethnicity,Majority White-NH Tracts,0.23033775293001307,1
2015,06,08954,race-ethnicity,Mixed Race and Ethnicity Tracts,0.21,1
2015,06,11194,race-ethnicity,All,0.2554687308920902,1
2015,06,11194,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,11194,race-ethnicity,Majority White-NH Tracts,0.2554687308920902,1
2015,06,11194,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,11530,race-ethnicity,All,0.26323529125978906,1
2015,06,11530,race-ethnicity,Majority Non-White Tracts,0.26265459947968745,1
2015,06,11530,race-ethnicity,Majority White-NH Tracts,0.26,1
2015,06,11530,race-ethnicity,Mixed Race and Ethnicity Tracts,0.264238186271845,1
2015,06,13014,race-ethnicity,All,0.3037883925098566,1
2015,06,13014,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,13014,race-ethnicity,Majority White-NH Tracts,0.3037883925098566,1
2015,06,13014,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,13210,race-ethnicity,All,0.306443460384412,1
2015,06,13210,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,13210,race-ethnicity,Majority White-NH Tracts,0.30471066826359655,1
2015,06,13210,race-ethnicity,Mixed Race and Ethnicity Tracts,0.3076803704660015,1
2015,06,13214,race-ethnicity,All,0.32078197997241564,1
2015,06,13214,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,13214,race-ethnicity,Majority White-NH Tracts,0.3244415165961614,1
2015,06,13214,race-ethnicity,Mixed Race and Ethnicity Tracts,0.3200825600711995,1
2015,06,13392,race-ethnicity,All,0.23719881580602706,1
2015,06,13392,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,13392,race-ethnicity,Majority White-NH Tracts,0.23458904084517612,1
2015,06,13392,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2475083114471836,1
2015,06,13588,race-ethnicity,All,0.2373212481256852,1
2015,06,13588,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,13588,race-ethnicity,Majority White-NH Tracts,0.2373212481256852,1
2015,06,13588,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,14218,race-ethnicity,All,0.3463892255209543,1
2015,06,14218,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,14218,race-ethnicity,Majority White-NH Tracts,0.34759896234659954,1
2015,06,14218,race-ethnicity,Mixed Race and Ethnicity Tracts,0.3342137355584082,1
2015,06,15044,race-ethnicity,All,0.24791274108266326,1
2015,06,15044,race-ethnicity,Majority Non-White Tracts,0.2535343934127306,1
2015,06,15044,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,06,15044,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24436310818021145,1
2015,06,16000,race-ethnicity,All,0.19423600554099854,1
2015,06,16000,race-ethnicity,Majority Non-White Tracts,0.21,2
2015,06,16000,race-ethnicity,Majority White-NH Tracts,0.1991425542235716,1
2015,06,16000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.16093745731977607,1
2015,06,16350,race-ethnicity,All,0.3031941802058167,1
2015,06,16350,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,16350,race-ethnicity,Majority White-NH Tracts,0.30391693788579327,1
2015,06,16350,race-ethnicity,Mixed Race and Ethnicity Tracts,0.295821144990407,1
2015,06,16532,race-ethnicity,All,0.23120514955079935,1
2015,06,16532,race-ethnicity,Majority Non-White Tracts,0.21,1
2015,06,16532,race-ethnicity,Majority White-NH Tracts,0.23861511462752977,1
2015,06,16532,race-ethnicity,Mixed Race and Ethnicity Tracts,0.21914592470051047,1
2015,06,17918,race-ethnicity,All,0.18280514541762988,1
2015,06,17918,race-ethnicity,Majority Non-White Tracts,0.18187957974191396,1
2015,06,17918,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,06,17918,race-ethnicity,Mixed Race and Ethnicity Tracts,0.1920537548715581,1
2015,06,19766,race-ethnicity,All,0.24052996517808053,1
2015,06,19766,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,19766,race-ethnicity,Majority White-NH Tracts,0.24428090178802797,1
2015,06,19766,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23146807178631051,1
2015,06,21712,race-ethnicity,All,0.22318001217056127,1
2015,06,21712,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,21712,race-ethnicity,Majority White-NH Tracts,0.22414941429432073,1
2015,06,21712,race-ethnicity,Mixed Race and Ethnicity Tracts,0.19000000000000003,1
2015,06,22020,race-ethnicity,All,0.2696655144565722,1
2015,06,22020,race-ethnicity,Majority Non-White Tracts,0.2632284312139095,1
2015,06,22020,race-ethnicity,Majority White-NH Tracts,0.2758221870194985,1
2015,06,22020,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2689369940541434,1
2015,06,22230,race-ethnicity,All,0.2371688608764145,1
2015,06,22230,race-ethnicity,Majority Non-White Tracts,0.26628689826714536,2
2015,06,22230,race-ethnicity,Majority White-NH Tracts,0.24099150973672487,1
2015,06,22230,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23404115762783112,1
2015,06,22804,race-ethnicity,All,0.2456841636562947,1
2015,06,22804,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,22804,race-ethnicity,Majority White-NH Tracts,0.2456841636562947,1
2015,06,22804,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,23182,race-ethnicity,All,0.24523737591816078,1
2015,06,23182,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,23182,race-ethnicity,Majority White-NH Tracts,0.24351043144104662,1
2015,06,23182,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24542375329186153,1
2015,06,24638,race-ethnicity,All,0.2613087592208871,1
2015,06,24638,race-ethnicity,Majority Non-White Tracts,0.26,1
2015,06,24638,race-ethnicity,Majority White-NH Tracts,0.26041996311702303,1
2015,06,24638,race-ethnicity,Mixed Race and Ethnicity Tracts,0.28,1
2015,06,24680,race-ethnicity,All,0.2970725969668993,1
2015,06,24680,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,24680,race-ethnicity,Majority White-NH Tracts,0.3080694420357925,1
2015,06,24680,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2948919823479079,1
2015,06,26000,race-ethnicity,All,0.19761391778107976,1
2015,06,26000,race-ethnicity,Majority Non-White Tracts,0.19719669892775393,1
2015,06,26000,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,06,26000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.19852198234420068,1
2015,06,27000,race-ethnicity,All,0.32126727653826054,1
2015,06,27000,race-ethnicity,Majority Non-White Tracts,0.3063251651325289,1
2015,06,27000,race-ethnicity,Majority White-NH Tracts,0.33126088851865937,1
2015,06,27000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.31724901454989496,1
2015,06,28000,race-ethnicity,All,0.25062899538202343,1
2015,06,28000,race-ethnicity,Majority Non-White Tracts,0.2691664851395722,1
2015,06,28000,race-ethnicity,Majority White-NH Tracts,0.24769798562182882,1
2015,06,28000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24785964828447857,1
2015,06,29000,race-ethnicity,All,0.24735370762424158,1
2015,06,29000,race-ethnicity,Majority Non-White Tracts,0.24051518240520328,1
2015,06,29000,race-ethnicity,Majority White-NH Tracts,0.27163798476251894,1
2015,06,29000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24712888038607525,1
2015,06,30000,race-ethnicity,All,0.21986761606072758,1
2015,06,30000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,30000,race-ethnicity,Majority White-NH Tracts,0.21949291116823408,1
2015,06,30000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.22514507989907484,1
2015,06,32548,race-ethnicity,All,0.21404726861053205,1
2015,06,32548,race-ethnicity,Majority Non-White Tracts,0.206701095787849,1
2015,06,32548,race-ethnicity,Majority White-NH Tracts,0.25999999999999995,1
2015,06,32548,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2136284849029402,1
2015,06,33000,race-ethnicity,All,0.19000399106391946,1
2015,06,33000,race-ethnicity,Majority Non-White Tracts,0.19793812789028864,1
2015,06,33000,race-ethnicity,Majority White-NH Tracts,0.198117106397938,1
2015,06,33000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.18638267770758635,1
2015,06,33182,race-ethnicity,All,0.2935821670855854,1
2015,06,33182,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,33182,race-ethnicity,Majority White-NH Tracts,0.2935821670855854,1
2015,06,33182,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,33434,race-ethnicity,All,0.3163214166236088,1
2015,06,33434,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,33434,race-ethnicity,Majority White-NH Tracts,0.3163214166236088,1
2015,06,33434,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,36000,race-ethnicity,All,0.25391128644322136,1
2015,06,36000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,36000,race-ethnicity,Majority White-NH Tracts,0.2548761969546588,1
2015,06,36000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2248630228911901,2
2015,06,36448,race-ethnicity,All,0.31678013986771025,1
2015,06,36448,race-ethnicity,Majority Non-White Tracts,0.3001040047324905,1
2015,06,36448,race-ethnicity,Majority White-NH Tracts,0.3303546167898921,1
2015,06,36448,race-ethnicity,Mixed Race and Ethnicity Tracts,0.31239872318398165,1
2015,06,36546,race-ethnicity,All,0.21700643885139198,1
2015,06,36546,race-ethnicity,Majority Non-White Tracts,0.2135071030186104,1
2015,06,36546,race-ethnicity,Majority White-NH Tracts,0.23,1
2015,06,36546,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2285554697475961,1
2015,06,36770,race-ethnicity,All,0.24537404527775636,1
2015,06,36770,race-ethnicity,Majority Non-White Tracts,0.27,1
2015,06,36770,race-ethnicity,Majority White-NH Tracts,0.2510097864466729,1
2015,06,36770,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23959875573944106,1
2015,06,37692,race-ethnicity,All,NA,NA
2015,06,37692,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,37692,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,06,37692,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,39496,race-ethnicity,All,0.2636360658014473,1
2015,06,39496,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,39496,race-ethnicity,Majority White-NH Tracts,0.26505697776917453,1
2015,06,39496,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2607685245549707,1
2015,06,39892,race-ethnicity,All,0.2539541220152354,1
2015,06,39892,race-ethnicity,Majority Non-White Tracts,0.23555808634536685,1
2015,06,39892,race-ethnicity,Majority White-NH Tracts,0.26160024571911233,1
2015,06,39892,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2496198448057832,1
2015,06,40130,race-ethnicity,All,0.27664240803091833,1
2015,06,40130,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,40130,race-ethnicity,Majority White-NH Tracts,0.2855009443799467,1
2015,06,40130,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2546178459748382,1
2015,06,41992,race-ethnicity,All,0.21626306267720244,1
2015,06,41992,race-ethnicity,Majority Non-White Tracts,0.24,2
2015,06,41992,race-ethnicity,Majority White-NH Tracts,0.21613487215157687,1
2015,06,41992,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,43000,race-ethnicity,All,0.2087057672024253,1
2015,06,43000,race-ethnicity,Majority Non-White Tracts,0.22612637279887227,1
2015,06,43000,race-ethnicity,Majority White-NH Tracts,0.21945882590849983,1
2015,06,43000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.1891977619423602,1
2015,06,44000,race-ethnicity,All,0.21715418606470516,1
2015,06,44000,race-ethnicity,Majority Non-White Tracts,0.18857604366896685,1
2015,06,44000,race-ethnicity,Majority White-NH Tracts,0.23461922896682236,1
2015,06,44000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.21422065221812003,1
2015,06,45484,race-ethnicity,All,0.3192997619388884,1
2015,06,45484,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,45484,race-ethnicity,Majority White-NH Tracts,0.31995396138629734,1
2015,06,45484,race-ethnicity,Mixed Race and Ethnicity Tracts,0.3103998625225187,1
2015,06,46842,race-ethnicity,All,0.32588159323021015,1
2015,06,46842,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,46842,race-ethnicity,Majority White-NH Tracts,0.32573712066368476,1
2015,06,46842,race-ethnicity,Mixed Race and Ethnicity Tracts,0.32855984777962877,1
2015,06,46898,race-ethnicity,All,0.350921611197721,1
2015,06,46898,race-ethnicity,Majority Non-White Tracts,0.32,1
2015,06,46898,race-ethnicity,Majority White-NH Tracts,0.34427574061202315,1
2015,06,46898,race-ethnicity,Mixed Race and Ethnicity Tracts,0.3582124294051304,1
2015,06,47766,race-ethnicity,All,0.18605900426389835,1
2015,06,47766,race-ethnicity,Majority Non-White Tracts,0.18597525274510907,1
2015,06,47766,race-ethnicity,Majority White-NH Tracts,0.21,1
2015,06,47766,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2,2
2015,06,48256,race-ethnicity,All,0.27659057665827197,1
2015,06,48256,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,48256,race-ethnicity,Majority White-NH Tracts,0.27715468136877053,1
2015,06,48256,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25,2
2015,06,48354,race-ethnicity,All,0.30571398189358284,1
2015,06,48354,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,48354,race-ethnicity,Majority White-NH Tracts,0.30576525483504563,1
2015,06,48354,race-ethnicity,Mixed Race and Ethnicity Tracts,0.3039147068418399,1
2015,06,49270,race-ethnicity,All,0.3009732643751226,1
2015,06,49270,race-ethnicity,Majority Non-White Tracts,0.3149020223285996,1
2015,06,49270,race-ethnicity,Majority White-NH Tracts,0.3243499047245965,1
2015,06,49270,race-ethnicity,Mixed Race and Ethnicity Tracts,0.292765279004627,1
2015,06,49670,race-ethnicity,All,0.16668733646596484,1
2015,06,49670,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,49670,race-ethnicity,Majority White-NH Tracts,0.16910313254814893,1
2015,06,49670,race-ethnicity,Mixed Race and Ethnicity Tracts,0.1635903697913622,1
2015,06,50076,race-ethnicity,All,0.3126705267670292,1
2015,06,50076,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,50076,race-ethnicity,Majority White-NH Tracts,0.31224420076286674,1
2015,06,50076,race-ethnicity,Mixed Race and Ethnicity Tracts,0.3135930217351583,1
2015,06,50258,race-ethnicity,All,0.23046597259486162,1
2015,06,50258,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,50258,race-ethnicity,Majority White-NH Tracts,0.23046597259486162,1
2015,06,50258,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,51182,race-ethnicity,All,0.2444476821580896,1
2015,06,51182,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,51182,race-ethnicity,Majority White-NH Tracts,0.2444712423887128,1
2015,06,51182,race-ethnicity,Mixed Race and Ethnicity Tracts,0.20000000000000004,2
2015,06,52526,race-ethnicity,All,0.2535963886335349,1
2015,06,52526,race-ethnicity,Majority Non-White Tracts,0.24,1
2015,06,52526,race-ethnicity,Majority White-NH Tracts,0.2680671881117096,1
2015,06,52526,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24919602055619708,1
2015,06,53000,race-ethnicity,All,0.16669320482104796,1
2015,06,53000,race-ethnicity,Majority Non-White Tracts,0.1665134428035911,1
2015,06,53000,race-ethnicity,Majority White-NH Tracts,0.18326724623178436,1
2015,06,53000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.15768589576263814,1
2015,06,53322,race-ethnicity,All,0.248803744629926,1
2015,06,53322,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,53322,race-ethnicity,Majority White-NH Tracts,0.24780080489905984,1
2015,06,53322,race-ethnicity,Mixed Race and Ethnicity Tracts,0.26,1
2015,06,53896,race-ethnicity,All,0.28661839913692166,1
2015,06,53896,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,53896,race-ethnicity,Majority White-NH Tracts,0.30309014775818227,1
2015,06,53896,race-ethnicity,Mixed Race and Ethnicity Tracts,0.28490356584382004,1
2015,06,53980,race-ethnicity,All,0.25171957808118894,1
2015,06,53980,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,53980,race-ethnicity,Majority White-NH Tracts,0.25742368063115406,1
2015,06,53980,race-ethnicity,Mixed Race and Ethnicity Tracts,0.22857303488954056,1
