year,state,place,subgroup_type,subgroup,digital_access,digital_access_quality
2021,04,04720,all,All,0.8955202196668677,1
2021,04,04720,race-ethnicity,Other Races and Ethnicities,0.9016803597389864,1
2021,04,04720,race-ethnicity,Black,0.9111289951713037,1
2021,04,04720,race-ethnicity,Hispanic,0.8802572684382435,1
2021,04,04720,race-ethnicity,White,0.90433822052621,1
2021,04,07940,all,All,0.8936277160460918,1
2021,04,07940,race-ethnicity,Other Races and Ethnicities,0.8789378765204712,1
2021,04,07940,race-ethnicity,Black,0.8675562636924915,1
2021,04,07940,race-ethnicity,Hispanic,0.8893296787843816,1
2021,04,07940,race-ethnicity,White,0.905439287724505,1
2021,04,12000,all,All,0.9471614216755375,1
2021,04,12000,race-ethnicity,Other Races and Ethnicities,0.970403374490195,1
2021,04,12000,race-ethnicity,Black,0.9552375951693358,1
2021,04,12000,race-ethnicity,Hispanic,0.923336802771,1
2021,04,12000,race-ethnicity,White,0.9450559515535513,1
2021,04,23620,all,All,0.7535491699299542,1
2021,04,23620,race-ethnicity,Other Races and Ethnicities,0.7559862012987013,1
2021,04,23620,race-ethnicity,Black,0.39063829787234045,1
2021,04,23620,race-ethnicity,Hispanic,0.7355652595827268,1
2021,04,23620,race-ethnicity,White,0.7650747185630906,1
2021,04,27400,all,All,0.9721334001940698,1
2021,04,27400,race-ethnicity,Other Races and Ethnicities,0.9743267695582757,1
2021,04,27400,race-ethnicity,Black,0.9538625569448483,1
2021,04,27400,race-ethnicity,Hispanic,0.9608979646431995,1
2021,04,27400,race-ethnicity,White,0.9750093922139766,1
2021,04,27820,all,All,0.8303299422361493,1
2021,04,27820,race-ethnicity,Other Races and Ethnicities,0.8493262902177905,1
2021,04,27820,race-ethnicity,Black,0.8115614767980128,1
2021,04,27820,race-ethnicity,Hispanic,0.7962756467439785,1
2021,04,27820,race-ethnicity,White,0.845262106395027,1
2021,04,28380,all,All,0.9130194041153336,1
2021,04,28380,race-ethnicity,Other Races and Ethnicities,0.9251267440398877,1
2021,04,28380,race-ethnicity,Black,0.9084745762711864,1
2021,04,28380,race-ethnicity,Hispanic,0.9056519651553604,1
2021,04,28380,race-ethnicity,White,0.9122610199597999,1
2021,04,46000,all,All,0.918352424670767,1
2021,04,46000,race-ethnicity,Other Races and Ethnicities,0.9239877956656954,1
2021,04,46000,race-ethnicity,Black,0.9034620808880397,1
2021,04,46000,race-ethnicity,Hispanic,0.9090689839142287,1
2021,04,46000,race-ethnicity,White,0.9210892360368071,1
2021,04,54050,all,All,0.9388495407087974,1
2021,04,54050,race-ethnicity,Other Races and Ethnicities,0.9525948103792415,1
2021,04,54050,race-ethnicity,Black,0.8918918918918919,1
2021,04,54050,race-ethnicity,Hispanic,0.9317510493859149,1
2021,04,54050,race-ethnicity,White,0.9391213462007456,1
2021,04,55000,all,All,0.8642543599895907,1
2021,04,55000,race-ethnicity,Other Races and Ethnicities,0.8732252084235299,1
2021,04,55000,race-ethnicity,Black,0.838116859014752,1
2021,04,55000,race-ethnicity,Hispanic,0.8354301178062448,1
2021,04,55000,race-ethnicity,White,0.8823893878705976,1
2021,04,65000,all,All,0.948306209931338,1
2021,04,65000,race-ethnicity,Other Races and Ethnicities,0.9578219073279447,1
2021,04,65000,race-ethnicity,Black,0.9564393939393939,1
2021,04,65000,race-ethnicity,Hispanic,0.9376930792377132,1
2021,04,65000,race-ethnicity,White,0.9479891021038448,1
2021,04,71510,all,All,0.9480988049297379,1
2021,04,71510,race-ethnicity,Other Races and Ethnicities,0.935690053591622,1
2021,04,71510,race-ethnicity,Black,0.8877892202755115,1
2021,04,71510,race-ethnicity,Hispanic,0.9490684074527403,1
2021,04,71510,race-ethnicity,White,0.9540150273104271,1
2021,04,73000,all,All,0.8619718693655847,1
2021,04,73000,race-ethnicity,Other Races and Ethnicities,0.8624928811295929,1
2021,04,73000,race-ethnicity,Black,0.8306639596962178,1
2021,04,73000,race-ethnicity,Hispanic,0.8406533575317604,1
2021,04,73000,race-ethnicity,White,0.8730569948186528,1
2021,04,77000,all,All,0.8714801286342186,1
2021,04,77000,race-ethnicity,Other Races and Ethnicities,0.8547385930686954,1
2021,04,77000,race-ethnicity,Black,0.791276898795088,1
2021,04,77000,race-ethnicity,Hispanic,0.8828383937642611,1
2021,04,77000,race-ethnicity,White,0.8774833582374215,1
2021,04,85540,all,All,0.8799968435796437,1
2021,04,85540,race-ethnicity,Other Races and Ethnicities,0.897377678285897,1
2021,04,85540,race-ethnicity,Black,0.7117153138744502,1
2021,04,85540,race-ethnicity,Hispanic,0.894600910097159,1
2021,04,85540,race-ethnicity,White,0.8644575859765733,1
2021,05,23290,all,All,0.8498418696763633,1
2021,05,23290,race-ethnicity,Other Races and Ethnicities,0.8675362318840579,1
2021,05,23290,race-ethnicity,Black,0.773086102441711,1
2021,05,23290,race-ethnicity,Hispanic,0.9025945789244818,1
2021,05,23290,race-ethnicity,White,0.8472323304450518,1
2021,05,24550,all,All,0.8297520350422048,1
2021,05,24550,race-ethnicity,Other Races and Ethnicities,0.8561238487164413,1
2021,05,24550,race-ethnicity,Black,0.7829052969502408,1
2021,05,24550,race-ethnicity,Hispanic,0.8196294151708164,1
2021,05,24550,race-ethnicity,White,0.8271180400890868,1
2021,05,35710,all,All,0.8320195672442394,1
2021,05,35710,race-ethnicity,Other Races and Ethnicities,0.8466854724964739,1
2021,05,35710,race-ethnicity,Black,0.7915853658536586,1
2021,05,35710,race-ethnicity,Hispanic,0.8182356423919479,1
2021,05,35710,race-ethnicity,White,0.8436609291134555,1
2021,05,41000,all,All,0.847884436845637,1
2021,05,41000,race-ethnicity,Other Races and Ethnicities,0.864062958255939,1
2021,05,41000,race-ethnicity,Black,0.8299510399499573,1
2021,05,41000,race-ethnicity,Hispanic,0.7319094676442461,1
2021,05,41000,race-ethnicity,White,0.8781864789534718,1
2021,05,66080,all,All,0.802823505769263,1
2021,05,66080,race-ethnicity,Other Races and Ethnicities,0.7797036470009295,1
2021,05,66080,race-ethnicity,Black,0.9327797548438118,1
2021,05,66080,race-ethnicity,Hispanic,0.7740540862876055,1
2021,05,66080,race-ethnicity,White,0.8345019238991022,1
2021,06,00562,all,All,0.9348606346970764,1
2021,06,00562,race-ethnicity,Other Races and Ethnicities,0.9468586107246066,1
2021,06,00562,race-ethnicity,Black,0.8365848542059996,1
2021,06,00562,race-ethnicity,Hispanic,0.9163752314338613,1
2021,06,00562,race-ethnicity,White,0.9403830739891103,1
2021,06,00884,all,All,0.9266274495907013,1
2021,06,00884,race-ethnicity,Other Races and Ethnicities,0.9363396860122946,1
2021,06,00884,race-ethnicity,Black,0.7497237569060774,1
2021,06,00884,race-ethnicity,Hispanic,0.9321594505420511,1
2021,06,00884,race-ethnicity,White,0.8977942516862125,1
2021,06,02000,all,All,0.9100662051520256,1
2021,06,02000,race-ethnicity,Other Races and Ethnicities,0.9235281888699765,1
2021,06,02000,race-ethnicity,Black,0.9185685203042966,1
2021,06,02000,race-ethnicity,Hispanic,0.9039109535444514,1
2021,06,02000,race-ethnicity,White,0.9046851766741464,1
2021,06,02252,all,All,0.9428766955252981,1
2021,06,02252,race-ethnicity,Other Races and Ethnicities,0.9480295368809696,1
2021,06,02252,race-ethnicity,Black,0.9607766653664457,1
2021,06,02252,race-ethnicity,Hispanic,0.9434023366464888,1
2021,06,02252,race-ethnicity,White,0.9263640926364093,1
2021,06,02364,all,All,0.9430952831975753,1
2021,06,02364,race-ethnicity,Other Races and Ethnicities,0.9444592933126638,1
2021,06,02364,race-ethnicity,Black,0.8736095128500192,1
2021,06,02364,race-ethnicity,Hispanic,0.9493541246820179,1
2021,06,02364,race-ethnicity,White,0.9459622494648764,1
2021,06,03526,all,All,0.9189535774171826,1
2021,06,03526,race-ethnicity,Other Races and Ethnicities,0.9227685767678064,1
2021,06,03526,race-ethnicity,Black,0.8571325596482375,1
2021,06,03526,race-ethnicity,Hispanic,0.9193747707042036,1
2021,06,03526,race-ethnicity,White,0.9236898201102215,1
2021,06,04982,all,All,0.8833236573591748,1
2021,06,04982,race-ethnicity,Other Races and Ethnicities,0.8847269006097301,1
2021,06,04982,race-ethnicity,Black,0.8743947030338967,1
2021,06,04982,race-ethnicity,Hispanic,0.8848321227314606,1
2021,06,04982,race-ethnicity,White,0.8812429122249943,1
2021,06,06000,all,All,0.831700395788216,1
2021,06,06000,race-ethnicity,Other Races and Ethnicities,0.7882052261978694,1
2021,06,06000,race-ethnicity,Black,0.760281627179258,1
2021,06,06000,race-ethnicity,Hispanic,0.7328532475704398,1
2021,06,06000,race-ethnicity,White,0.8880118616719724,1
2021,06,08786,all,All,0.9293955408611637,1
2021,06,08786,race-ethnicity,Other Races and Ethnicities,0.9483972184531886,1
2021,06,08786,race-ethnicity,Black,0.9045936395759717,1
2021,06,08786,race-ethnicity,Hispanic,0.9147215865751335,1
2021,06,08786,race-ethnicity,White,0.9189971628741822,1
2021,06,08954,all,All,0.9180990063261146,1
2021,06,08954,race-ethnicity,Other Races and Ethnicities,0.9644494692544439,1
2021,06,08954,race-ethnicity,Black,0.9362084456424079,1
2021,06,08954,race-ethnicity,Hispanic,0.9283731477499316,1
2021,06,08954,race-ethnicity,White,0.8931742931161076,1
2021,06,11194,all,All,0.9617259012848143,1
2021,06,11194,race-ethnicity,Other Races and Ethnicities,0.9636300120327601,1
2021,06,11194,race-ethnicity,Black,0.9229222520107239,1
2021,06,11194,race-ethnicity,Hispanic,0.9628133020258832,1
2021,06,11194,race-ethnicity,White,0.9615994886019885,1
2021,06,11530,all,All,0.9315320262036041,1
2021,06,11530,race-ethnicity,Other Races and Ethnicities,0.9560179440679584,1
2021,06,11530,race-ethnicity,Black,0.9311750374812594,1
2021,06,11530,race-ethnicity,Hispanic,0.9227160425283847,1
2021,06,11530,race-ethnicity,White,0.8867368421052632,1
2021,06,13014,all,All,0.9133679925845323,1
2021,06,13014,race-ethnicity,Other Races and Ethnicities,0.9056708416139021,1
2021,06,13014,race-ethnicity,Black,0.8576744186046512,1
2021,06,13014,race-ethnicity,Hispanic,0.9268111270888084,1
2021,06,13014,race-ethnicity,White,0.9135574390533135,1
2021,06,13210,all,All,0.8439583273210008,1
2021,06,13210,race-ethnicity,Other Races and Ethnicities,0.8498784573943893,1
2021,06,13210,race-ethnicity,Black,0.6946197276652275,1
2021,06,13210,race-ethnicity,Hispanic,0.8524159337816865,1
2021,06,13210,race-ethnicity,White,0.849665751153029,1
2021,06,13214,all,All,0.9755340624905843,1
2021,06,13214,race-ethnicity,Other Races and Ethnicities,0.9800161124289487,1
2021,06,13214,race-ethnicity,Black,0.9842197545295149,1
2021,06,13214,race-ethnicity,Hispanic,0.9753491423751054,1
2021,06,13214,race-ethnicity,White,0.9680289499020617,1
2021,06,13392,all,All,0.9439998546630454,1
2021,06,13392,race-ethnicity,Other Races and Ethnicities,0.9607812216641567,1
2021,06,13392,race-ethnicity,Black,0.9240027510316369,1
2021,06,13392,race-ethnicity,Hispanic,0.9449914823182592,1
2021,06,13392,race-ethnicity,White,0.9290001573611288,1
2021,06,13588,all,All,0.9003300775971895,1
2021,06,13588,race-ethnicity,Other Races and Ethnicities,0.8933910773611771,1
2021,06,13588,race-ethnicity,Black,0.8198717948717948,1
2021,06,13588,race-ethnicity,Hispanic,0.8629668758933565,1
2021,06,13588,race-ethnicity,White,0.914679102820342,1
2021,06,14218,all,All,0.9579505054906196,1
2021,06,14218,race-ethnicity,Other Races and Ethnicities,0.9565886088509625,1
2021,06,14218,race-ethnicity,Black,0.961603139013453,1
2021,06,14218,race-ethnicity,Hispanic,0.9667694931407218,1
2021,06,14218,race-ethnicity,White,0.9537985202659233,1
2021,06,15044,all,All,0.7968616507987241,1
2021,06,15044,race-ethnicity,Other Races and Ethnicities,0.7983884229567505,1
2021,06,15044,race-ethnicity,Black,0.7684093266239004,1
2021,06,15044,race-ethnicity,Hispanic,0.8016933377368121,1
2021,06,15044,race-ethnicity,White,0.8129614054761237,1
2021,06,16000,all,All,0.9337682407627983,1
2021,06,16000,race-ethnicity,Other Races and Ethnicities,0.9404049210500823,1
2021,06,16000,race-ethnicity,Black,0.8915821947994711,1
2021,06,16000,race-ethnicity,Hispanic,0.9181161711996627,1
2021,06,16000,race-ethnicity,White,0.9401287060445874,1
2021,06,16350,all,All,0.913975981437884,1
2021,06,16350,race-ethnicity,Other Races and Ethnicities,0.9199450986057935,1
2021,06,16350,race-ethnicity,Black,0.8953561672620298,1
2021,06,16350,race-ethnicity,Hispanic,0.9007279861630999,1
2021,06,16350,race-ethnicity,White,0.9239675898421206,1
2021,06,16532,all,All,0.9318389062735759,1
2021,06,16532,race-ethnicity,Other Races and Ethnicities,0.9256446991404012,1
2021,06,16532,race-ethnicity,Black,0.9125235997482694,1
2021,06,16532,race-ethnicity,Hispanic,0.9322576641429813,1
2021,06,16532,race-ethnicity,White,0.9358173531938438,1
2021,06,17918,all,All,0.9203350078565844,1
2021,06,17918,race-ethnicity,Other Races and Ethnicities,0.9455177172145286,1
2021,06,17918,race-ethnicity,Black,0.8170597915523862,1
2021,06,17918,race-ethnicity,Hispanic,0.8814515796844751,1
2021,06,17918,race-ethnicity,White,0.8843513728611222,1
2021,06,19766,all,All,0.9266914176911213,1
2021,06,19766,race-ethnicity,Other Races and Ethnicities,0.9365402908003805,1
2021,06,19766,race-ethnicity,Black,0.941783345615328,1
2021,06,19766,race-ethnicity,Hispanic,0.928736608617679,1
2021,06,19766,race-ethnicity,White,0.9108276533592989,1
2021,06,21712,all,All,0.908578338637763,1
2021,06,21712,race-ethnicity,Other Races and Ethnicities,0.8922129519268971,1
2021,06,21712,race-ethnicity,Black,0.8773827227254293,1
2021,06,21712,race-ethnicity,Hispanic,0.9149565217391304,1
2021,06,21712,race-ethnicity,White,0.9148293320267843,1
2021,06,22020,all,All,0.9573517484967295,1
2021,06,22020,race-ethnicity,Other Races and Ethnicities,0.9695397963032818,1
2021,06,22020,race-ethnicity,Black,0.938431963422871,1
2021,06,22020,race-ethnicity,Hispanic,0.9521737807660714,1
2021,06,22020,race-ethnicity,White,0.9503576878386135,1
2021,06,22230,all,All,0.8638737692557471,1
2021,06,22230,race-ethnicity,Other Races and Ethnicities,0.8726563078975321,1
2021,06,22230,race-ethnicity,Black,0.5655608214849921,1
2021,06,22230,race-ethnicity,Hispanic,0.8577877157431346,1
2021,06,22230,race-ethnicity,White,0.8608357560685138,1
2021,06,22804,all,All,0.9317742516972822,1
2021,06,22804,race-ethnicity,Other Races and Ethnicities,0.9526321921342144,1
2021,06,22804,race-ethnicity,Black,0.8590266875981162,1
2021,06,22804,race-ethnicity,Hispanic,0.9401609586432761,1
2021,06,22804,race-ethnicity,White,0.9126963425007089,1
2021,06,23182,all,All,0.9271384895596175,1
2021,06,23182,race-ethnicity,Other Races and Ethnicities,0.9379242479013535,1
2021,06,23182,race-ethnicity,Black,0.9322795517022626,1
2021,06,23182,race-ethnicity,Hispanic,0.9101097764239324,1
2021,06,23182,race-ethnicity,White,0.92630719604954,1
2021,06,24638,all,All,0.8980724968093113,1
2021,06,24638,race-ethnicity,Other Races and Ethnicities,0.9033480984875694,1
2021,06,24638,race-ethnicity,Black,0.37767542671362775,1
2021,06,24638,race-ethnicity,Hispanic,0.8402822322001283,1
2021,06,24638,race-ethnicity,White,0.9478107470615053,1
2021,06,24680,all,All,0.9275838427698109,1
2021,06,24680,race-ethnicity,Other Races and Ethnicities,0.9242567229989611,1
2021,06,24680,race-ethnicity,Black,0.9401374993013247,1
2021,06,24680,race-ethnicity,Hispanic,0.9239785029547872,1
2021,06,24680,race-ethnicity,White,0.9386105867486232,1
2021,06,26000,all,All,0.9622138679712611,1
2021,06,26000,race-ethnicity,Other Races and Ethnicities,0.9729578526125899,1
2021,06,26000,race-ethnicity,Black,0.9264772899893665,1
2021,06,26000,race-ethnicity,Hispanic,0.9535125038912524,1
2021,06,26000,race-ethnicity,White,0.9341682077671464,1
2021,06,27000,all,All,0.85996868637486,1
2021,06,27000,race-ethnicity,Other Races and Ethnicities,0.8809250838389433,1
2021,06,27000,race-ethnicity,Black,0.8027283123672603,1
2021,06,27000,race-ethnicity,Hispanic,0.8531475023860189,1
2021,06,27000,race-ethnicity,White,0.8564696262984781,1
2021,06,28000,all,All,0.9283839349386256,1
2021,06,28000,race-ethnicity,Other Races and Ethnicities,0.9437162915423785,1
2021,06,28000,race-ethnicity,Black,0.7485557920340529,1
2021,06,28000,race-ethnicity,Hispanic,0.9277900542396406,1
2021,06,28000,race-ethnicity,White,0.9230118558740467,1
2021,06,29000,all,All,0.9206376066062001,1
2021,06,29000,race-ethnicity,Other Races and Ethnicities,0.9203279858702516,1
2021,06,29000,race-ethnicity,Black,0.8873978996499416,1
2021,06,29000,race-ethnicity,Hispanic,0.9238174508449023,1
2021,06,29000,race-ethnicity,White,0.9188282756274202,1
2021,06,30000,all,All,0.8922123855865898,1
2021,06,30000,race-ethnicity,Other Races and Ethnicities,0.9276943806577724,1
2021,06,30000,race-ethnicity,Black,0.8583029963595632,1
2021,06,30000,race-ethnicity,Hispanic,0.8574150178265247,1
2021,06,30000,race-ethnicity,White,0.8888611602304489,1
2021,06,32548,all,All,0.928417351220377,1
2021,06,32548,race-ethnicity,Other Races and Ethnicities,0.9353090088602719,1
2021,06,32548,race-ethnicity,Black,0.9128771780705482,1
2021,06,32548,race-ethnicity,Hispanic,0.9341964003789075,1
2021,06,32548,race-ethnicity,White,0.9227251616591047,1
2021,06,33000,all,All,0.9263767755902368,1
2021,06,33000,race-ethnicity,Other Races and Ethnicities,0.9448984622385711,1
2021,06,33000,race-ethnicity,Black,0.9008146902883745,1
2021,06,33000,race-ethnicity,Hispanic,0.9240706731682604,1
2021,06,33000,race-ethnicity,White,0.8921810699588477,1
2021,06,33182,all,All,0.8895040108462321,1
2021,06,33182,race-ethnicity,Other Races and Ethnicities,0.9146228130429512,1
2021,06,33182,race-ethnicity,Black,0.8858621964747936,1
2021,06,33182,race-ethnicity,Hispanic,0.8933473165838312,1
2021,06,33182,race-ethnicity,White,0.8759301225888189,1
2021,06,33434,all,All,0.9520452578367055,1
2021,06,33434,race-ethnicity,Other Races and Ethnicities,0.9535246787558544,1
2021,06,33434,race-ethnicity,Black,0.9467373117679866,1
2021,06,33434,race-ethnicity,Hispanic,0.9559305128418253,1
2021,06,33434,race-ethnicity,White,0.9484869909502263,1
2021,06,36000,all,All,0.9354158528543286,1
2021,06,36000,race-ethnicity,Other Races and Ethnicities,0.9247301355409463,1
2021,06,36000,race-ethnicity,Black,0.862141652613828,1
2021,06,36000,race-ethnicity,Hispanic,0.9189161710131666,1
2021,06,36000,race-ethnicity,White,0.9464076344261565,1
2021,06,36448,all,All,0.8964380886511117,1
2021,06,36448,race-ethnicity,Other Races and Ethnicities,0.8953735988580254,1
2021,06,36448,race-ethnicity,Black,0.7940873152286009,1
2021,06,36448,race-ethnicity,Hispanic,0.8914566895732586,1
2021,06,36448,race-ethnicity,White,0.9112820512820513,1
2021,06,36546,all,All,0.9020097705769587,1
2021,06,36546,race-ethnicity,Other Races and Ethnicities,0.9180535545730041,1
2021,06,36546,race-ethnicity,Black,0.8755199855308374,1
2021,06,36546,race-ethnicity,Hispanic,0.9174080442583732,1
2021,06,36546,race-ethnicity,White,0.8894417271040648,1
2021,06,36770,all,All,0.9308349481944552,1
2021,06,36770,race-ethnicity,Other Races and Ethnicities,0.9427970096777921,1
2021,06,36770,race-ethnicity,Black,0.7514011932742722,1
2021,06,36770,race-ethnicity,Hispanic,0.8830224826731279,1
2021,06,36770,race-ethnicity,White,0.9364858527434735,1
2021,06,37692,all,All,0.9450306434854117,1
2021,06,37692,race-ethnicity,Other Races and Ethnicities,0.95300048506687,1
2021,06,37692,race-ethnicity,Black,0.899095534200113,1
2021,06,37692,race-ethnicity,Hispanic,0.9503645950935727,1
2021,06,37692,race-ethnicity,White,0.9289300354658928,1
2021,06,39496,all,All,0.96408790254857,1
2021,06,39496,race-ethnicity,Other Races and Ethnicities,0.9668958031837916,1
2021,06,39496,race-ethnicity,Black,0.948905109489051,1
2021,06,39496,race-ethnicity,Hispanic,0.9625213779623748,1
2021,06,39496,race-ethnicity,White,0.9634939255960074,1
2021,06,39892,all,All,0.9501183357120919,1
2021,06,39892,race-ethnicity,Other Races and Ethnicities,0.9580385591618513,1
2021,06,39892,race-ethnicity,Black,0.9485544217687075,1
2021,06,39892,race-ethnicity,Hispanic,0.955591698193261,1
2021,06,39892,race-ethnicity,White,0.9387148112395314,1
2021,06,40130,all,All,0.8461099570474006,1
2021,06,40130,race-ethnicity,Other Races and Ethnicities,0.857865911237016,1
2021,06,40130,race-ethnicity,Black,0.8017062420019906,1
2021,06,40130,race-ethnicity,Hispanic,0.8444827988943536,1
2021,06,40130,race-ethnicity,White,0.858825637656054,1
2021,06,41992,all,All,0.9554610007460006,1
2021,06,41992,race-ethnicity,Other Races and Ethnicities,0.9585914120676456,1
2021,06,41992,race-ethnicity,Black,0.9020356234096693,1
2021,06,41992,race-ethnicity,Hispanic,0.9402260111022998,1
2021,06,41992,race-ethnicity,White,0.9606493037026836,1
2021,06,43000,all,All,0.8971028613825099,1
2021,06,43000,race-ethnicity,Other Races and Ethnicities,0.9042350327947863,1
2021,06,43000,race-ethnicity,Black,0.845945945945946,1
2021,06,43000,race-ethnicity,Hispanic,0.9011673646096487,1
2021,06,43000,race-ethnicity,White,0.9002191933139204,1
2021,06,44000,all,All,0.8808281416667688,1
2021,06,44000,race-ethnicity,Other Races and Ethnicities,0.8906150722034094,1
2021,06,44000,race-ethnicity,Black,0.8252530618180092,1
2021,06,44000,race-ethnicity,Hispanic,0.8740748342755815,1
2021,06,44000,race-ethnicity,White,0.8886721628145273,1
2021,06,45484,all,All,0.9314924608720562,1
2021,06,45484,race-ethnicity,Other Races and Ethnicities,0.9467641885010647,1
2021,06,45484,race-ethnicity,Black,0.9762323943661971,1
2021,06,45484,race-ethnicity,Hispanic,0.9290659022292702,1
2021,06,45484,race-ethnicity,White,0.9193081099641608,1
2021,06,46842,all,All,0.9485456390459903,1
2021,06,46842,race-ethnicity,Other Races and Ethnicities,0.9619941814334833,1
2021,06,46842,race-ethnicity,Black,0.9639970609845702,1
2021,06,46842,race-ethnicity,Hispanic,0.95847559750954,1
2021,06,46842,race-ethnicity,White,0.9306760633211744,1
2021,06,46898,all,All,0.9220221280602636,1
2021,06,46898,race-ethnicity,Other Races and Ethnicities,0.9323906319045515,1
2021,06,46898,race-ethnicity,Black,0.879229567933368,1
2021,06,46898,race-ethnicity,Hispanic,0.9209298600404461,1
2021,06,46898,race-ethnicity,White,0.9162282270010726,1
2021,06,47766,all,All,0.9319786426617245,1
2021,06,47766,race-ethnicity,Other Races and Ethnicities,0.957351598173516,1
2021,06,47766,race-ethnicity,Black,0.8881091617933723,1
2021,06,47766,race-ethnicity,Hispanic,0.8287652645861601,1
2021,06,47766,race-ethnicity,White,0.8954802259887006,1
2021,06,48256,all,All,0.9576165701032497,1
2021,06,48256,race-ethnicity,Other Races and Ethnicities,0.9724487546837117,1
2021,06,48256,race-ethnicity,Black,0.8689138576779026,1
2021,06,48256,race-ethnicity,Hispanic,0.9679801567168386,1
2021,06,48256,race-ethnicity,White,0.9501081624569635,1
2021,06,48354,all,All,0.9222001565441267,1
2021,06,48354,race-ethnicity,Other Races and Ethnicities,0.939499070455111,1
2021,06,48354,race-ethnicity,Black,0.8608388074785245,1
2021,06,48354,race-ethnicity,Hispanic,0.9258939311098962,1
2021,06,48354,race-ethnicity,White,0.9156608371559632,1
2021,06,49270,all,All,0.9404046417427776,1
2021,06,49270,race-ethnicity,Other Races and Ethnicities,0.9517848322931166,1
2021,06,49270,race-ethnicity,Black,0.9275871313672922,1
2021,06,49270,race-ethnicity,Hispanic,0.9415726767275615,1
2021,06,49270,race-ethnicity,White,0.9247270413289571,1
2021,06,49670,all,All,0.9433331619272896,1
2021,06,49670,race-ethnicity,Other Races and Ethnicities,0.9487432719371883,1
2021,06,49670,race-ethnicity,Black,0.8898347521281923,1
2021,06,49670,race-ethnicity,Hispanic,0.8941049507621746,1
2021,06,49670,race-ethnicity,White,0.9588073164620395,1
2021,06,50076,all,All,0.9642683552507223,1
2021,06,50076,race-ethnicity,Other Races and Ethnicities,0.9777434814393632,1
2021,06,50076,race-ethnicity,Black,0.909061593034505,1
2021,06,50076,race-ethnicity,Hispanic,0.9735392590992548,1
2021,06,50076,race-ethnicity,White,0.9569311811185827,1
2021,06,50258,all,All,0.9272127730307196,1
2021,06,50258,race-ethnicity,Other Races and Ethnicities,0.9301846208998028,1
2021,06,50258,race-ethnicity,Black,0.7714808043875686,1
2021,06,50258,race-ethnicity,Hispanic,0.9299933537994113,1
2021,06,50258,race-ethnicity,White,0.9259989091612858,1
2021,06,51182,all,All,0.9571254050034524,1
2021,06,51182,race-ethnicity,Other Races and Ethnicities,0.9804765056254137,1
2021,06,51182,race-ethnicity,Black,0.6078147612156295,1
2021,06,51182,race-ethnicity,Hispanic,0.9737063272901909,1
2021,06,51182,race-ethnicity,White,0.9535604599671452,1
2021,06,52526,all,All,0.8985551234988575,1
2021,06,52526,race-ethnicity,Other Races and Ethnicities,0.9040672442935238,1
2021,06,52526,race-ethnicity,Black,0.7984891792568395,1
2021,06,52526,race-ethnicity,Hispanic,0.902885519098854,1
