year,state,place,subgroup_type,subgroup,share_employed,share_employed_quality
2018,05,66080,race-ethnicity,"White, Non-Hispanic",0.8111782173441999,3
2018,05,66080,all,All,0.8026006226940372,3
2018,06,00562,race-ethnicity,"Black, Non-Hispanic",0.7950114678899083,2
2018,06,00562,race-ethnicity,Hispanic,0.8272375483709898,2
2018,06,00562,race-ethnicity,Other Races and Ethnicities,0.8166660925281615,2
2018,06,00562,race-ethnicity,"White, Non-Hispanic",0.8328092017404041,2
2018,06,00562,all,All,0.82188995215311,2
2018,06,00884,race-ethnicity,"Black, Non-Hispanic",0.9446845289541917,3
2018,06,00884,race-ethnicity,Hispanic,0.8429469195376501,2
2018,06,00884,race-ethnicity,Other Races and Ethnicities,0.7717009733524813,2
2018,06,00884,race-ethnicity,"White, Non-Hispanic",0.8399107352595724,2
2018,06,00884,all,All,0.8107151690416848,2
2018,06,02000,race-ethnicity,"Black, Non-Hispanic",0.7748567746650988,3
2018,06,02000,race-ethnicity,Hispanic,0.7932646226123345,3
2018,06,02000,race-ethnicity,Other Races and Ethnicities,0.7819379916874165,3
2018,06,02000,race-ethnicity,"White, Non-Hispanic",0.8060085576699346,3
2018,06,02000,all,All,0.7934098676819429,3
2018,06,02252,race-ethnicity,"Black, Non-Hispanic",0.6986135789011583,1
2018,06,02252,race-ethnicity,Hispanic,0.7329184325272993,1
2018,06,02252,race-ethnicity,Other Races and Ethnicities,0.7441537290855794,1
2018,06,02252,race-ethnicity,"White, Non-Hispanic",0.7506426947830728,1
2018,06,02252,all,All,0.7336993322931767,1
2018,06,02364,race-ethnicity,"Black, Non-Hispanic",0.6405903365138484,3
2018,06,02364,race-ethnicity,Hispanic,0.6738662127942575,2
2018,06,02364,race-ethnicity,Other Races and Ethnicities,0.7022639297658836,3
2018,06,02364,race-ethnicity,"White, Non-Hispanic",0.6579862910176282,2
2018,06,02364,all,All,0.6669709958139902,2
2018,06,03526,race-ethnicity,"Black, Non-Hispanic",0.6606848791054057,2
2018,06,03526,race-ethnicity,Hispanic,0.7253126808443368,2
2018,06,03526,race-ethnicity,Other Races and Ethnicities,0.7413132014233722,2
2018,06,03526,race-ethnicity,"White, Non-Hispanic",0.7273491718220603,2
2018,06,03526,all,All,0.723841174411128,2
2018,06,04982,race-ethnicity,"Black, Non-Hispanic",0.7844186795973019,2
2018,06,04982,race-ethnicity,Hispanic,0.7579750499872224,2
2018,06,04982,race-ethnicity,Other Races and Ethnicities,0.7631149329905832,2
2018,06,04982,race-ethnicity,"White, Non-Hispanic",0.7837930052510864,2
2018,06,04982,all,All,0.763950443027471,2
2018,06,06000,race-ethnicity,"Black, Non-Hispanic",0.641841779975278,1
2018,06,06000,race-ethnicity,Hispanic,0.7722067471371092,1
2018,06,06000,race-ethnicity,Other Races and Ethnicities,0.7592657220632373,1
2018,06,06000,race-ethnicity,"White, Non-Hispanic",0.8322008180498746,1
2018,06,06000,all,All,0.7945013893745054,1
2018,06,08786,race-ethnicity,"Black, Non-Hispanic",0.8135072572150527,3
2018,06,08786,race-ethnicity,Hispanic,0.8091888149556207,3
2018,06,08786,race-ethnicity,Other Races and Ethnicities,0.7819796369508175,3
2018,06,08786,race-ethnicity,"White, Non-Hispanic",0.792802526624735,3
2018,06,08786,all,All,0.7949173720137985,3
2018,06,08954,race-ethnicity,"Black, Non-Hispanic",0.8491722869405274,3
2018,06,08954,race-ethnicity,Hispanic,0.7927492910247567,1
2018,06,08954,race-ethnicity,Other Races and Ethnicities,0.7942868678712021,1
2018,06,08954,race-ethnicity,"White, Non-Hispanic",0.8459947975722004,1
2018,06,08954,all,All,0.8239724395741328,1
2018,06,11194,race-ethnicity,"Black, Non-Hispanic",NA,3
2018,06,11194,race-ethnicity,Hispanic,0.8743343967556783,1
2018,06,11194,race-ethnicity,Other Races and Ethnicities,0.8026597639356313,1
2018,06,11194,race-ethnicity,"White, Non-Hispanic",0.822412125048724,1
2018,06,11194,all,All,0.8255066162923399,1
2018,06,11530,race-ethnicity,"Black, Non-Hispanic",0.7897650755836515,1
2018,06,11530,race-ethnicity,Hispanic,0.7687627932236452,1
2018,06,11530,race-ethnicity,Other Races and Ethnicities,0.8238000936891855,1
2018,06,11530,race-ethnicity,"White, Non-Hispanic",0.7952257582372619,1
2018,06,11530,all,All,0.7932904329173299,1
2018,06,13014,race-ethnicity,"Black, Non-Hispanic",NA,3
2018,06,13014,race-ethnicity,Hispanic,0.7723059897634527,1
2018,06,13014,race-ethnicity,Other Races and Ethnicities,0.7062706270627063,1
2018,06,13014,race-ethnicity,"White, Non-Hispanic",0.8074684130449162,1
2018,06,13014,all,All,0.7903593633723023,1
2018,06,13210,race-ethnicity,"Black, Non-Hispanic",0.760445014547817,3
2018,06,13210,race-ethnicity,Hispanic,0.7837109615358211,2
2018,06,13210,race-ethnicity,Other Races and Ethnicities,0.762993588388177,2
2018,06,13210,race-ethnicity,"White, Non-Hispanic",0.8019204657504763,2
2018,06,13210,all,All,0.7817868861488825,2
2018,06,13214,race-ethnicity,"Black, Non-Hispanic",0.7557624113475176,3
2018,06,13214,race-ethnicity,Hispanic,0.786190983315584,2
2018,06,13214,race-ethnicity,Other Races and Ethnicities,0.7631164029793944,2
2018,06,13214,race-ethnicity,"White, Non-Hispanic",0.8012373385091285,2
2018,06,13214,all,All,0.7824395920742351,2
2018,06,13392,race-ethnicity,"Black, Non-Hispanic",0.8441472977009677,1
2018,06,13392,race-ethnicity,Hispanic,0.7484647697738828,1
2018,06,13392,race-ethnicity,Other Races and Ethnicities,0.805562619173115,1
2018,06,13392,race-ethnicity,"White, Non-Hispanic",0.8044803345002285,1
2018,06,13392,all,All,0.7737886125316911,1
2018,06,13588,race-ethnicity,"Black, Non-Hispanic",0.7426696038975784,3
2018,06,13588,race-ethnicity,Hispanic,0.7979926748552257,1
2018,06,13588,race-ethnicity,Other Races and Ethnicities,0.7650310565317012,1
2018,06,13588,race-ethnicity,"White, Non-Hispanic",0.7575696686562892,1
2018,06,13588,all,All,0.7649663855010012,1
2018,06,14218,race-ethnicity,"Black, Non-Hispanic",0.7662879758877056,3
2018,06,14218,race-ethnicity,Hispanic,0.7932285898454555,1
2018,06,14218,race-ethnicity,Other Races and Ethnicities,0.7432718441376712,1
2018,06,14218,race-ethnicity,"White, Non-Hispanic",0.7910729936711407,1
2018,06,14218,all,All,0.7833194699039024,1
2018,06,15044,race-ethnicity,"Black, Non-Hispanic",0.6797774112663555,2
2018,06,15044,race-ethnicity,Hispanic,0.7156838366703123,2
2018,06,15044,race-ethnicity,Other Races and Ethnicities,0.7384766578134853,3
2018,06,15044,race-ethnicity,"White, Non-Hispanic",0.6528672996603755,3
2018,06,15044,all,All,0.7059492888443627,2
2018,06,16000,race-ethnicity,"Black, Non-Hispanic",0.6981856806879917,3
2018,06,16000,race-ethnicity,Hispanic,0.7833306664239119,3
2018,06,16000,race-ethnicity,Other Races and Ethnicities,0.8087221748308223,3
2018,06,16000,race-ethnicity,"White, Non-Hispanic",0.8137687271634538,3
2018,06,16000,all,All,0.7976379990039723,3
2018,06,16350,race-ethnicity,"Black, Non-Hispanic",0.7899186214319218,2
2018,06,16350,race-ethnicity,Hispanic,0.7582199077634634,2
2018,06,16350,race-ethnicity,Other Races and Ethnicities,0.7505572830734918,2
2018,06,16350,race-ethnicity,"White, Non-Hispanic",0.7837865695965862,2
2018,06,16350,all,All,0.7684851167311392,2
2018,06,16532,race-ethnicity,"Black, Non-Hispanic",NA,3
2018,06,16532,race-ethnicity,Hispanic,0.8092293777407699,2
2018,06,16532,race-ethnicity,Other Races and Ethnicities,0.7801504173091658,2
2018,06,16532,race-ethnicity,"White, Non-Hispanic",0.8471927320679988,2
2018,06,16532,all,All,0.8238158419924163,2
2018,06,17918,race-ethnicity,"Black, Non-Hispanic",0.8438374002668199,3
2018,06,17918,race-ethnicity,Hispanic,0.8439747351185358,2
2018,06,17918,race-ethnicity,Other Races and Ethnicities,0.8661912365830434,2
2018,06,17918,race-ethnicity,"White, Non-Hispanic",0.8311434482579816,2
2018,06,17918,all,All,0.8526199400522219,2
2018,06,19766,race-ethnicity,"Black, Non-Hispanic",0.8326110316587658,3
2018,06,19766,race-ethnicity,Hispanic,0.8170384405287523,1
2018,06,19766,race-ethnicity,Other Races and Ethnicities,0.8005017078124881,1
2018,06,19766,race-ethnicity,"White, Non-Hispanic",0.7604365596834726,1
2018,06,19766,all,All,0.8090955295976415,1
2018,06,21712,race-ethnicity,"Black, Non-Hispanic",0.7578284310995176,3
2018,06,21712,race-ethnicity,Hispanic,0.8177478261234263,2
2018,06,21712,race-ethnicity,Other Races and Ethnicities,0.7746851843092497,2
2018,06,21712,race-ethnicity,"White, Non-Hispanic",0.7509534457980558,2
2018,06,21712,all,All,0.7701955717017132,2
2018,06,22020,race-ethnicity,"Black, Non-Hispanic",0.6962748564281557,1
2018,06,22020,race-ethnicity,Hispanic,0.786766308990472,1
2018,06,22020,race-ethnicity,Other Races and Ethnicities,0.8126722266882133,1
2018,06,22020,race-ethnicity,"White, Non-Hispanic",0.8163279357066259,1
2018,06,22020,all,All,0.7969377530293125,1
2018,06,22230,race-ethnicity,"Black, Non-Hispanic",NA,3
2018,06,22230,race-ethnicity,Hispanic,0.7366905916727269,1
2018,06,22230,race-ethnicity,Other Races and Ethnicities,0.7485547365017295,1
2018,06,22230,race-ethnicity,"White, Non-Hispanic",0.8160989511458139,3
2018,06,22230,all,All,0.7419095392445347,1
2018,06,22804,race-ethnicity,"Black, Non-Hispanic",0.8622906355862162,3
2018,06,22804,race-ethnicity,Hispanic,0.7789917696598193,1
2018,06,22804,race-ethnicity,Other Races and Ethnicities,0.8368370452422438,1
2018,06,22804,race-ethnicity,"White, Non-Hispanic",0.7779498224298107,1
2018,06,22804,all,All,0.7862922044580858,1
2018,06,23182,race-ethnicity,"Black, Non-Hispanic",0.7557522123893805,1
2018,06,23182,race-ethnicity,Hispanic,0.7675323920748358,1
2018,06,23182,race-ethnicity,Other Races and Ethnicities,0.811349990315708,1
2018,06,23182,race-ethnicity,"White, Non-Hispanic",0.7871368442665024,1
2018,06,23182,all,All,0.7831171800986573,1
2018,06,24638,race-ethnicity,"Black, Non-Hispanic",NA,3
2018,06,24638,race-ethnicity,Hispanic,0.8527827648114902,2
2018,06,24638,race-ethnicity,Other Races and Ethnicities,0.790466947050577,2
2018,06,24638,race-ethnicity,"White, Non-Hispanic",0.8260692464358451,2
2018,06,24638,all,All,0.8213839620284786,2
2018,06,24680,race-ethnicity,"Black, Non-Hispanic",0.7232543210475849,1
2018,06,24680,race-ethnicity,Hispanic,0.7330878882696783,1
2018,06,24680,race-ethnicity,Other Races and Ethnicities,0.7348978608215574,1
2018,06,24680,race-ethnicity,"White, Non-Hispanic",0.7614005484086439,1
2018,06,24680,all,All,0.7361163709969909,1
2018,06,26000,race-ethnicity,"Black, Non-Hispanic",0.7776557458459674,2
2018,06,26000,race-ethnicity,Hispanic,0.8157481222481031,2
2018,06,26000,race-ethnicity,Other Races and Ethnicities,0.7902814709474969,2
2018,06,26000,race-ethnicity,"White, Non-Hispanic",0.8203275562764726,2
2018,06,26000,all,All,0.7988517314195565,2
2018,06,27000,race-ethnicity,"Black, Non-Hispanic",0.5859712440389581,3
2018,06,27000,race-ethnicity,Hispanic,0.7191498904996314,3
2018,06,27000,race-ethnicity,Other Races and Ethnicities,0.6933847582658625,3
2018,06,27000,race-ethnicity,"White, Non-Hispanic",0.754970991052339,3
2018,06,27000,all,All,0.7157972115222574,3
2018,06,28000,race-ethnicity,"Black, Non-Hispanic",0.7157236127126321,3
2018,06,28000,race-ethnicity,Hispanic,0.7841463864542518,3
2018,06,28000,race-ethnicity,Other Races and Ethnicities,0.7509413763066255,3
2018,06,28000,race-ethnicity,"White, Non-Hispanic",0.7999248924626341,3
2018,06,28000,all,All,0.7777209400726018,3
2018,06,29000,race-ethnicity,"Black, Non-Hispanic",NA,3
2018,06,29000,race-ethnicity,Hispanic,0.8021373429886012,3
2018,06,29000,race-ethnicity,Other Races and Ethnicities,0.7667499393312315,3
2018,06,29000,race-ethnicity,"White, Non-Hispanic",0.7741408524914998,3
2018,06,29000,all,All,0.7822583120121533,3
2018,06,30000,race-ethnicity,"Black, Non-Hispanic",0.8335019296740995,3
2018,06,30000,race-ethnicity,Hispanic,0.824206664171288,2
2018,06,30000,race-ethnicity,Other Races and Ethnicities,0.7727517325932604,2
2018,06,30000,race-ethnicity,"White, Non-Hispanic",0.7540292557198662,2
2018,06,30000,all,All,0.77282645745365,2
2018,06,32548,race-ethnicity,"Black, Non-Hispanic",0.8172440187251425,2
2018,06,32548,race-ethnicity,Hispanic,0.806199734868388,2
2018,06,32548,race-ethnicity,Other Races and Ethnicities,0.8310282021760867,2
2018,06,32548,race-ethnicity,"White, Non-Hispanic",0.7965926698338435,2
2018,06,32548,all,All,0.8104152313105196,2
2018,06,33000,race-ethnicity,"Black, Non-Hispanic",0.7501403046655437,1
2018,06,33000,race-ethnicity,Hispanic,0.8038274444886551,1
2018,06,33000,race-ethnicity,Other Races and Ethnicities,0.8356290864016476,1
2018,06,33000,race-ethnicity,"White, Non-Hispanic",0.796174749985681,1
2018,06,33000,all,All,0.8090510625556607,1
2018,06,33182,race-ethnicity,"Black, Non-Hispanic",0.6170229976118463,3
2018,06,33182,race-ethnicity,Hispanic,0.7023739537730483,2
2018,06,33182,race-ethnicity,Other Races and Ethnicities,0.6900297817376043,2
2018,06,33182,race-ethnicity,"White, Non-Hispanic",0.6567996032969358,2
2018,06,33182,all,All,0.6769859909386069,2
2018,06,33434,race-ethnicity,"Black, Non-Hispanic",0.6395371416628862,3
2018,06,33434,race-ethnicity,Hispanic,0.673590680029048,2
2018,06,33434,race-ethnicity,Other Races and Ethnicities,0.7023380276323589,3
2018,06,33434,race-ethnicity,"White, Non-Hispanic",0.6578951303435999,2
2018,06,33434,all,All,0.6667534711110293,2
2018,06,36000,race-ethnicity,"Black, Non-Hispanic",0.8533240553519178,3
2018,06,36000,race-ethnicity,Hispanic,0.8111230548394638,3
2018,06,36000,race-ethnicity,Other Races and Ethnicities,0.8222064961318515,3
2018,06,36000,race-ethnicity,"White, Non-Hispanic",0.8305077994829646,3
2018,06,36000,all,All,0.8254792654333126,3
2018,06,36448,race-ethnicity,"Black, Non-Hispanic",NA,3
2018,06,36448,race-ethnicity,Hispanic,0.7393544473003881,2
2018,06,36448,race-ethnicity,Other Races and Ethnicities,0.7615937946938955,3
2018,06,36448,race-ethnicity,"White, Non-Hispanic",0.7927829210868957,2
2018,06,36448,all,All,0.7453940893037738,2
2018,06,36546,race-ethnicity,"Black, Non-Hispanic",0.7614855065602658,1
2018,06,36546,race-ethnicity,Hispanic,0.8028433717619412,1
2018,06,36546,race-ethnicity,Other Races and Ethnicities,0.6486663384432673,1
2018,06,36546,race-ethnicity,"White, Non-Hispanic",0.6958474826192116,3
2018,06,36546,all,All,0.7739358871722347,1
2018,06,36770,race-ethnicity,"Black, Non-Hispanic",0.9142451090474415,3
2018,06,36770,race-ethnicity,Hispanic,0.8270544404654665,2
2018,06,36770,race-ethnicity,Other Races and Ethnicities,0.7512355486483351,2
2018,06,36770,race-ethnicity,"White, Non-Hispanic",0.7996462494320754,2
2018,06,36770,all,All,0.7846800718053842,2
2018,06,37692,race-ethnicity,"Black, Non-Hispanic",0.7300134977328752,3
2018,06,37692,race-ethnicity,Hispanic,0.7620120527839094,2
2018,06,37692,race-ethnicity,Other Races and Ethnicities,0.789035755825554,2
2018,06,37692,race-ethnicity,"White, Non-Hispanic",0.7483638854559722,2
2018,06,37692,all,All,0.7616010540932832,2
2018,06,39496,race-ethnicity,"Black, Non-Hispanic",NA,3
2018,06,39496,race-ethnicity,Hispanic,0.8316152156025037,3
2018,06,39496,race-ethnicity,Other Races and Ethnicities,0.7748431335537136,3
2018,06,39496,race-ethnicity,"White, Non-Hispanic",0.8359899828625375,3
2018,06,39496,all,All,0.8163740880005522,3
2018,06,39892,race-ethnicity,"Black, Non-Hispanic",0.789679733594476,2
2018,06,39892,race-ethnicity,Hispanic,0.7652892763987224,2
2018,06,39892,race-ethnicity,Other Races and Ethnicities,0.7804455577798033,2
2018,06,39892,race-ethnicity,"White, Non-Hispanic",0.803140077107546,2
2018,06,39892,all,All,0.7810733463146785,2
2018,06,40130,race-ethnicity,"Black, Non-Hispanic",0.4900433082526321,1
2018,06,40130,race-ethnicity,Hispanic,0.6540401921738003,1
2018,06,40130,race-ethnicity,Other Races and Ethnicities,0.6874861041311864,1
2018,06,40130,race-ethnicity,"White, Non-Hispanic",0.6765617473827514,1
2018,06,40130,all,All,0.6315118516064662,1
2018,06,41992,race-ethnicity,"Black, Non-Hispanic",0.8460200086994345,3
2018,06,41992,race-ethnicity,Hispanic,0.8358620689655172,2
2018,06,41992,race-ethnicity,Other Races and Ethnicities,0.790620817742332,2
2018,06,41992,race-ethnicity,"White, Non-Hispanic",0.8427297891394611,2
2018,06,41992,all,All,0.8230458780936554,2
2018,06,43000,race-ethnicity,"Black, Non-Hispanic",0.7310983407326228,2
2018,06,43000,race-ethnicity,Hispanic,0.7643972090479786,2
2018,06,43000,race-ethnicity,Other Races and Ethnicities,0.77054895379988,2
2018,06,43000,race-ethnicity,"White, Non-Hispanic",0.8153159435857535,2
2018,06,43000,all,All,0.7758240244626653,2
2018,06,44000,race-ethnicity,"Black, Non-Hispanic",0.7106600128633561,1
2018,06,44000,race-ethnicity,Hispanic,0.7740561313151829,1
2018,06,44000,race-ethnicity,Other Races and Ethnicities,0.7922793039771158,1
2018,06,44000,race-ethnicity,"White, Non-Hispanic",0.8110863609320191,1
2018,06,44000,all,All,0.7823627359978037,1
2018,06,45484,race-ethnicity,"Black, Non-Hispanic",0.8192872042996696,3
2018,06,45484,race-ethnicity,Hispanic,0.7629399224667331,3
2018,06,45484,race-ethnicity,Other Races and Ethnicities,0.7679610337455568,3
2018,06,45484,race-ethnicity,"White, Non-Hispanic",0.772214545671747,3
2018,06,45484,all,All,0.7701427654553379,3
2018,06,46842,race-ethnicity,"Black, Non-Hispanic",0.7083792277222684,3
2018,06,46842,race-ethnicity,Hispanic,0.7143065946853883,2
2018,06,46842,race-ethnicity,Other Races and Ethnicities,0.6852062592546591,2
