year,state,county,subgroup_type,subgroup,environmental,environmental_quality
2018,01,013,all,All,26,1
2018,01,013,poverty,High Poverty,NA,NA
2018,01,013,poverty,Not High Poverty,26,1
2018,01,013,race-ethnicity,Majority Non-White,26,1
2018,01,013,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,013,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,015,all,All,24.261203496151104,1
2018,01,015,poverty,High Poverty,23.193405946423315,1
2018,01,015,poverty,Not High Poverty,24.355804685889655,1
2018,01,015,race-ethnicity,Majority Non-White,21.824274621986106,1
2018,01,015,race-ethnicity,"Majority White, Non-Hispanic",24.439050271919353,1
2018,01,015,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,017,all,All,15,1
2018,01,017,poverty,High Poverty,NA,NA
2018,01,017,poverty,Not High Poverty,15,1
2018,01,017,race-ethnicity,Majority Non-White,15,1
2018,01,017,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,01,017,race-ethnicity,Mixed Race and Ethnicity,15,1
2018,01,019,all,All,23.763663791436198,1
2018,01,019,poverty,High Poverty,NA,NA
2018,01,019,poverty,Not High Poverty,23.69650272215558,1
2018,01,019,race-ethnicity,Majority Non-White,NA,NA
2018,01,019,race-ethnicity,"Majority White, Non-Hispanic",23.780025284450062,1
2018,01,019,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,021,all,All,23.648258593216482,1
2018,01,021,poverty,High Poverty,NA,NA
2018,01,021,poverty,Not High Poverty,23.62206892636121,1
2018,01,021,race-ethnicity,Majority Non-White,NA,NA
2018,01,021,race-ethnicity,"Majority White, Non-Hispanic",23.42036642522369,1
2018,01,021,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,023,all,All,23.18585086042065,1
2018,01,023,poverty,High Poverty,NA,NA
2018,01,023,poverty,Not High Poverty,23.30576365997403,1
2018,01,023,race-ethnicity,Majority Non-White,15,1
2018,01,023,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,023,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,025,all,All,22.340878336818797,1
2018,01,025,poverty,High Poverty,26,1
2018,01,025,poverty,Not High Poverty,22.19284071474907,1
2018,01,025,race-ethnicity,Majority Non-White,26,1
2018,01,025,race-ethnicity,"Majority White, Non-Hispanic",17.32960077896787,1
2018,01,025,race-ethnicity,Mixed Race and Ethnicity,23.868772055744962,1
2018,01,027,all,All,22.393033338316638,1
2018,01,027,poverty,High Poverty,NA,NA
2018,01,027,poverty,Not High Poverty,22.459990597085095,1
2018,01,027,race-ethnicity,Majority Non-White,NA,NA
2018,01,027,race-ethnicity,"Majority White, Non-Hispanic",22.15735567970205,1
2018,01,027,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,029,all,All,26,1
2018,01,029,poverty,High Poverty,NA,NA
2018,01,029,poverty,Not High Poverty,26,1
2018,01,029,race-ethnicity,Majority Non-White,NA,NA
2018,01,029,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,029,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,031,all,All,25.27285134924349,1
2018,01,031,poverty,High Poverty,NA,NA
2018,01,031,poverty,Not High Poverty,25.27835796540631,1
2018,01,031,race-ethnicity,Majority Non-White,NA,NA
2018,01,031,race-ethnicity,"Majority White, Non-Hispanic",26.728834478617653,1
2018,01,031,race-ethnicity,Mixed Race and Ethnicity,21.894813851406276,1
2018,01,033,all,All,21.868318194329756,1
2018,01,033,poverty,High Poverty,20,1
2018,01,033,poverty,Not High Poverty,21.893784439556452,1
2018,01,033,race-ethnicity,Majority Non-White,20,1
2018,01,033,race-ethnicity,"Majority White, Non-Hispanic",22.205121780094217,1
2018,01,033,race-ethnicity,Mixed Race and Ethnicity,20,1
2018,01,035,all,All,22.884769058654307,1
2018,01,035,poverty,High Poverty,NA,NA
2018,01,035,poverty,Not High Poverty,22.65053484266279,1
2018,01,035,race-ethnicity,Majority Non-White,26,1
2018,01,035,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,035,race-ethnicity,Mixed Race and Ethnicity,18.991010427903632,1
2018,01,037,all,All,15,1
2018,01,037,poverty,High Poverty,NA,NA
2018,01,037,poverty,Not High Poverty,15,1
2018,01,037,race-ethnicity,Majority Non-White,15,1
2018,01,037,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,01,037,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,039,all,All,26,1
2018,01,039,poverty,High Poverty,26,1
2018,01,039,poverty,Not High Poverty,26,1
2018,01,039,race-ethnicity,Majority Non-White,NA,NA
2018,01,039,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,039,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,041,all,All,26,1
2018,01,041,poverty,High Poverty,NA,NA
2018,01,041,poverty,Not High Poverty,26,1
2018,01,041,race-ethnicity,Majority Non-White,NA,NA
2018,01,041,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,041,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,043,all,All,24.106350151251927,1
2018,01,043,poverty,High Poverty,NA,NA
2018,01,043,poverty,Not High Poverty,24.13346043851287,1
2018,01,043,race-ethnicity,Majority Non-White,NA,NA
2018,01,043,race-ethnicity,"Majority White, Non-Hispanic",24.227191200907342,1
2018,01,043,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,045,all,All,26.041782560146178,1
2018,01,045,poverty,High Poverty,NA,NA
2018,01,045,poverty,Not High Poverty,26.10999590331831,1
2018,01,045,race-ethnicity,Majority Non-White,26,1
2018,01,045,race-ethnicity,"Majority White, Non-Hispanic",26.01030964485051,1
2018,01,045,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,047,all,All,26,1
2018,01,047,poverty,High Poverty,26,1
2018,01,047,poverty,Not High Poverty,26,1
2018,01,047,race-ethnicity,Majority Non-White,26,1
2018,01,047,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,047,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,049,all,All,39.03932584269663,1
2018,01,049,poverty,High Poverty,NA,NA
2018,01,049,poverty,Not High Poverty,39.21911724390021,1
2018,01,049,race-ethnicity,Majority Non-White,NA,NA
2018,01,049,race-ethnicity,"Majority White, Non-Hispanic",39.34169694872239,1
2018,01,049,race-ethnicity,Mixed Race and Ethnicity,40,1
2018,01,051,all,All,14.988080579224745,1
2018,01,051,poverty,High Poverty,NA,NA
2018,01,051,poverty,Not High Poverty,15.06594665357552,1
2018,01,051,race-ethnicity,Majority Non-White,15,1
2018,01,051,race-ethnicity,"Majority White, Non-Hispanic",15.134891914144026,1
2018,01,051,race-ethnicity,Mixed Race and Ethnicity,14.224556852572416,1
2018,01,053,all,All,20.599469567081012,1
2018,01,053,poverty,High Poverty,12,1
2018,01,053,poverty,Not High Poverty,20.26873170345755,1
2018,01,053,race-ethnicity,Majority Non-White,21.262407979102353,1
2018,01,053,race-ethnicity,"Majority White, Non-Hispanic",18.054870873846536,1
2018,01,053,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,055,all,All,21.475738058461808,1
2018,01,055,poverty,High Poverty,20,1
2018,01,055,poverty,Not High Poverty,21.575807787903894,1
2018,01,055,race-ethnicity,Majority Non-White,20,1
2018,01,055,race-ethnicity,"Majority White, Non-Hispanic",22.048798460719695,1
2018,01,055,race-ethnicity,Mixed Race and Ethnicity,19.103767560664114,1
2018,01,057,all,All,26,1
2018,01,057,poverty,High Poverty,NA,NA
2018,01,057,poverty,Not High Poverty,26,1
2018,01,057,race-ethnicity,Majority Non-White,NA,NA
2018,01,057,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,057,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,059,all,All,23.4604337074377,1
2018,01,059,poverty,High Poverty,NA,NA
2018,01,059,poverty,Not High Poverty,23.781312927909788,1
2018,01,059,race-ethnicity,Majority Non-White,NA,NA
2018,01,059,race-ethnicity,"Majority White, Non-Hispanic",22.133731827161746,1
2018,01,059,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,061,all,All,44.238382847004644,1
2018,01,061,poverty,High Poverty,NA,NA
2018,01,061,poverty,Not High Poverty,44.97682834883136,1
2018,01,061,race-ethnicity,Majority Non-White,NA,NA
2018,01,061,race-ethnicity,"Majority White, Non-Hispanic",44.34310771306499,1
2018,01,061,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,063,all,All,22.06005221932115,1
2018,01,063,poverty,High Poverty,18.76125703564728,1
2018,01,063,poverty,Not High Poverty,26,1
2018,01,063,race-ethnicity,Majority Non-White,22.01661653058301,1
2018,01,063,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,01,063,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,065,all,All,23.42789010546114,1
2018,01,065,poverty,High Poverty,NA,NA
2018,01,065,poverty,Not High Poverty,23.166528277516377,1
2018,01,065,race-ethnicity,Majority Non-White,26,1
2018,01,065,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,01,065,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,067,all,All,26,1
2018,01,067,poverty,High Poverty,NA,NA
2018,01,067,poverty,Not High Poverty,26,1
2018,01,067,race-ethnicity,Majority Non-White,NA,NA
2018,01,067,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,067,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,069,all,All,26.867697792088318,1
2018,01,069,poverty,High Poverty,26,1
2018,01,069,poverty,Not High Poverty,26.983629186544935,1
2018,01,069,race-ethnicity,Majority Non-White,26,1
2018,01,069,race-ethnicity,"Majority White, Non-Hispanic",27.352716747796343,1
2018,01,069,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,071,all,All,36.91440472991131,1
2018,01,071,poverty,High Poverty,NA,NA
2018,01,071,poverty,Not High Poverty,37.03651835643083,1
2018,01,071,race-ethnicity,Majority Non-White,NA,NA
2018,01,071,race-ethnicity,"Majority White, Non-Hispanic",36.96862711390936,1
2018,01,071,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,073,all,All,9.683904335861019,1
2018,01,073,poverty,High Poverty,5.84805936682505,1
2018,01,073,poverty,Not High Poverty,10.138294651279244,1
2018,01,073,race-ethnicity,Majority Non-White,7.651462785588371,1
2018,01,073,race-ethnicity,"Majority White, Non-Hispanic",12.005591567915584,1
2018,01,073,race-ethnicity,Mixed Race and Ethnicity,7.486098733509897,1
2018,01,075,all,All,26,1
2018,01,075,poverty,High Poverty,NA,NA
2018,01,075,poverty,Not High Poverty,26,1
2018,01,075,race-ethnicity,Majority Non-White,NA,NA
2018,01,075,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,075,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,077,all,All,25.71969541502403,1
2018,01,077,poverty,High Poverty,20,1
2018,01,077,poverty,Not High Poverty,26.22648555536562,1
2018,01,077,race-ethnicity,Majority Non-White,20,1
2018,01,077,race-ethnicity,"Majority White, Non-Hispanic",26.51026468689477,1
2018,01,077,race-ethnicity,Mixed Race and Ethnicity,17,1
2018,01,079,all,All,23.71131409966537,1
2018,01,079,poverty,High Poverty,NA,NA
2018,01,079,poverty,Not High Poverty,23.6535749515911,1
2018,01,079,race-ethnicity,Majority Non-White,20,1
2018,01,079,race-ethnicity,"Majority White, Non-Hispanic",23.452509515800656,1
2018,01,079,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,081,all,All,15.588302874685317,1
2018,01,081,poverty,High Poverty,15,1
2018,01,081,poverty,Not High Poverty,15.621366540183853,1
2018,01,081,race-ethnicity,Majority Non-White,15,1
2018,01,081,race-ethnicity,"Majority White, Non-Hispanic",15.844242158368063,1
2018,01,081,race-ethnicity,Mixed Race and Ethnicity,15,1
2018,01,083,all,All,24.03000472853888,1
2018,01,083,poverty,High Poverty,NA,NA
2018,01,083,poverty,Not High Poverty,24.250662686259876,1
2018,01,083,race-ethnicity,Majority Non-White,NA,NA
2018,01,083,race-ethnicity,"Majority White, Non-Hispanic",25.004747150288523,1
2018,01,083,race-ethnicity,Mixed Race and Ethnicity,20,1
2018,01,085,all,All,26,1
2018,01,085,poverty,High Poverty,NA,NA
2018,01,085,poverty,Not High Poverty,26,1
2018,01,085,race-ethnicity,Majority Non-White,26,1
2018,01,085,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,01,085,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,087,all,All,15,1
2018,01,087,poverty,High Poverty,NA,NA
2018,01,087,poverty,Not High Poverty,15,1
2018,01,087,race-ethnicity,Majority Non-White,15,1
2018,01,087,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,01,087,race-ethnicity,Mixed Race and Ethnicity,15,1
2018,01,089,all,All,21.065994518402505,1
2018,01,089,poverty,High Poverty,19.615265760197776,1
2018,01,089,poverty,Not High Poverty,21.260734970016912,1
2018,01,089,race-ethnicity,Majority Non-White,17.71951491152085,1
2018,01,089,race-ethnicity,"Majority White, Non-Hispanic",22.382788366425544,1
2018,01,089,race-ethnicity,Mixed Race and Ethnicity,19.900341305686716,1
2018,01,091,all,All,19.209335653598117,1
2018,01,091,poverty,High Poverty,NA,NA
2018,01,091,poverty,Not High Poverty,18.93141945773525,1
2018,01,091,race-ethnicity,Majority Non-White,17.885426214482127,1
2018,01,091,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,01,091,race-ethnicity,Mixed Race and Ethnicity,22.973582474226806,1
2018,01,093,all,All,24.766560987819123,1
2018,01,093,poverty,High Poverty,NA,NA
2018,01,093,poverty,Not High Poverty,24.925284756774538,1
2018,01,093,race-ethnicity,Majority Non-White,NA,NA
2018,01,093,race-ethnicity,"Majority White, Non-Hispanic",24.832903951522187,1
2018,01,093,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,095,all,All,29.14725944610857,1
2018,01,095,poverty,High Poverty,NA,NA
2018,01,095,poverty,Not High Poverty,29.632672499421712,1
2018,01,095,race-ethnicity,Majority Non-White,NA,NA
2018,01,095,race-ethnicity,"Majority White, Non-Hispanic",30.753439556256456,1
2018,01,095,race-ethnicity,Mixed Race and Ethnicity,20,1
2018,01,097,all,All,21.647597182263016,1
2018,01,097,poverty,High Poverty,13.762214983713354,1
2018,01,097,poverty,Not High Poverty,22.515697942272812,1
2018,01,097,race-ethnicity,Majority Non-White,15.271613856509605,1
2018,01,097,race-ethnicity,"Majority White, Non-Hispanic",25.788052135353883,1
2018,01,097,race-ethnicity,Mixed Race and Ethnicity,17.8537071006381,1
2018,01,099,all,All,26,1
2018,01,099,poverty,High Poverty,26,1
2018,01,099,poverty,Not High Poverty,26,1
2018,01,099,race-ethnicity,Majority Non-White,26,1
2018,01,099,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,099,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,101,all,All,15.880374194173816,1
2018,01,101,poverty,High Poverty,14.763702801461632,1
2018,01,101,poverty,Not High Poverty,16.008860131796702,1
2018,01,101,race-ethnicity,Majority Non-White,15.587471736035507,1
2018,01,101,race-ethnicity,"Majority White, Non-Hispanic",16.130735747536423,1
2018,01,101,race-ethnicity,Mixed Race and Ethnicity,16.504730010973624,1
2018,01,103,all,All,17.981220933160962,1
2018,01,103,poverty,High Poverty,2.1182866556836903,1
2018,01,103,poverty,Not High Poverty,19.290783920437924,1
2018,01,103,race-ethnicity,Majority Non-White,2.1562444325672545,1
2018,01,103,race-ethnicity,"Majority White, Non-Hispanic",21.591545574636722,1
2018,01,103,race-ethnicity,Mixed Race and Ethnicity,10.059773168488812,1
2018,01,105,all,All,26,1
2018,01,105,poverty,High Poverty,26,1
2018,01,105,poverty,Not High Poverty,26,1
2018,01,105,race-ethnicity,Majority Non-White,26,1
2018,01,105,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,01,105,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,107,all,All,20.176470588235293,1
2018,01,107,poverty,High Poverty,NA,NA
2018,01,107,poverty,Not High Poverty,19.42606707317073,1
2018,01,107,race-ethnicity,Majority Non-White,26,1
2018,01,107,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,01,107,race-ethnicity,Mixed Race and Ethnicity,15,1
2018,01,109,all,All,24.69924857048768,1
2018,01,109,poverty,High Poverty,26,1
2018,01,109,poverty,Not High Poverty,24.28227036924016,1
2018,01,109,race-ethnicity,Majority Non-White,26,1
2018,01,109,race-ethnicity,"Majority White, Non-Hispanic",27.49934679931665,1
2018,01,109,race-ethnicity,Mixed Race and Ethnicity,21.170868995296477,1
2018,01,111,all,All,24.92212279613715,1
2018,01,111,poverty,High Poverty,NA,NA
2018,01,111,poverty,Not High Poverty,25.08358570563295,1
2018,01,111,race-ethnicity,Majority Non-White,NA,NA
2018,01,111,race-ethnicity,"Majority White, Non-Hispanic",24.735839634755315,1
2018,01,111,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,113,all,All,14.133011526634943,1
2018,01,113,poverty,High Poverty,13,1
2018,01,113,poverty,Not High Poverty,14.33767577482011,1
2018,01,113,race-ethnicity,Majority Non-White,13.791539937298207,1
2018,01,113,race-ethnicity,"Majority White, Non-Hispanic",14.554909260120986,1
2018,01,113,race-ethnicity,Mixed Race and Ethnicity,13,1
2018,01,115,all,All,19.652612649760613,1
2018,01,115,poverty,High Poverty,NA,NA
2018,01,115,poverty,Not High Poverty,19.5952667035682,1
2018,01,115,race-ethnicity,Majority Non-White,NA,NA
2018,01,115,race-ethnicity,"Majority White, Non-Hispanic",19.50732934801422,1
2018,01,115,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,117,all,All,10.874259801856471,1
2018,01,117,poverty,High Poverty,NA,NA
2018,01,117,poverty,Not High Poverty,10.824910572180462,1
2018,01,117,race-ethnicity,Majority Non-White,NA,NA
2018,01,117,race-ethnicity,"Majority White, Non-Hispanic",11.060297258532247,1
2018,01,117,race-ethnicity,Mixed Race and Ethnicity,9.067059919279727,1
2018,01,119,all,All,17.313515594917213,1
2018,01,119,poverty,High Poverty,NA,NA
2018,01,119,poverty,Not High Poverty,17.68315282791817,1
2018,01,119,race-ethnicity,Majority Non-White,17.170993458708097,1
2018,01,119,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,01,119,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,121,all,All,22.419586669149133,1
2018,01,121,poverty,High Poverty,26,1
2018,01,121,poverty,Not High Poverty,22.070655848546316,1
2018,01,121,race-ethnicity,Majority Non-White,22.1922194031654,1
2018,01,121,race-ethnicity,"Majority White, Non-Hispanic",21.763817078641075,1
2018,01,121,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,01,123,all,All,15,1
2018,01,123,poverty,High Poverty,NA,NA
2018,01,123,poverty,Not High Poverty,15,1
2018,01,123,race-ethnicity,Majority Non-White,15,1
2018,01,123,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,01,123,race-ethnicity,Mixed Race and Ethnicity,15,1
2018,01,125,all,All,9.753798257141888,1
2018,01,125,poverty,High Poverty,4.2795327214209085,1
2018,01,125,poverty,Not High Poverty,10.85642522749987,1
2018,01,125,race-ethnicity,Majority Non-White,5.537253710175759,1
2018,01,125,race-ethnicity,"Majority White, Non-Hispanic",12.153729114160367,1
2018,01,125,race-ethnicity,Mixed Race and Ethnicity,6.170019224457261,1
2018,01,127,all,All,22.338936008559067,1
2018,01,127,poverty,High Poverty,NA,NA
2018,01,127,poverty,Not High Poverty,22.472920715309268,1
2018,01,127,race-ethnicity,Majority Non-White,NA,NA
2018,01,127,race-ethnicity,"Majority White, Non-Hispanic",22.70150500217486,1
2018,01,127,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,129,all,All,16.95962266418314,1
2018,01,129,poverty,High Poverty,NA,NA
2018,01,129,poverty,Not High Poverty,17.30604514533086,1
2018,01,129,race-ethnicity,Majority Non-White,NA,NA
2018,01,129,race-ethnicity,"Majority White, Non-Hispanic",19.834427767354597,1
2018,01,129,race-ethnicity,Mixed Race and Ethnicity,11,1
2018,01,131,all,All,24.40253492459987,1
2018,01,131,poverty,High Poverty,26,1
2018,01,131,poverty,Not High Poverty,23.772741241548864,1
2018,01,131,race-ethnicity,Majority Non-White,24.89441072331816,1
2018,01,131,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,01,131,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,01,133,all,All,26,1
2018,01,133,poverty,High Poverty,NA,NA
2018,01,133,poverty,Not High Poverty,26,1
2018,01,133,race-ethnicity,Majority Non-White,NA,NA
2018,01,133,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,133,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,02,013,all,All,100,1
2018,02,013,poverty,High Poverty,NA,NA
2018,02,013,poverty,Not High Poverty,100,1
2018,02,013,race-ethnicity,Majority Non-White,100,1
2018,02,013,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,013,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,02,016,all,All,100,1
2018,02,016,poverty,High Poverty,NA,NA
2018,02,016,poverty,Not High Poverty,100,1
2018,02,016,race-ethnicity,Majority Non-White,100,1
2018,02,016,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,016,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,02,020,all,All,45.732938887988325,1
2018,02,020,poverty,High Poverty,NA,NA
2018,02,020,poverty,Not High Poverty,45.970637993050055,1
2018,02,020,race-ethnicity,Majority Non-White,40.7088901215269,1
2018,02,020,race-ethnicity,"Majority White, Non-Hispanic",63.51780974849391,1
2018,02,020,race-ethnicity,Mixed Race and Ethnicity,32.1893944297025,1
2018,02,050,all,All,100,1
2018,02,050,poverty,High Poverty,NA,NA
2018,02,050,poverty,Not High Poverty,100,1
2018,02,050,race-ethnicity,Majority Non-White,100,1
2018,02,050,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,050,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,02,060,all,All,100,1
2018,02,060,poverty,High Poverty,NA,NA
2018,02,060,poverty,Not High Poverty,100,1
2018,02,060,race-ethnicity,Majority Non-White,NA,NA
2018,02,060,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,060,race-ethnicity,Mixed Race and Ethnicity,100,1
2018,02,068,all,All,100,1
2018,02,068,poverty,High Poverty,NA,NA
2018,02,068,poverty,Not High Poverty,100,1
2018,02,068,race-ethnicity,Majority Non-White,NA,NA
2018,02,068,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,068,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,02,070,all,All,100,1
2018,02,070,poverty,High Poverty,NA,NA
2018,02,070,poverty,Not High Poverty,100,1
2018,02,070,race-ethnicity,Majority Non-White,100,1
2018,02,070,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,070,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,02,090,all,All,46.50980903735964,1
2018,02,090,poverty,High Poverty,NA,NA
2018,02,090,poverty,Not High Poverty,47.63769801895508,1
2018,02,090,race-ethnicity,Majority Non-White,NA,NA
2018,02,090,race-ethnicity,"Majority White, Non-Hispanic",56.431482095780154,1
2018,02,090,race-ethnicity,Mixed Race and Ethnicity,17.632132068246605,1
2018,02,100,all,All,100,1
2018,02,100,poverty,High Poverty,NA,NA
2018,02,100,poverty,Not High Poverty,100,1
2018,02,100,race-ethnicity,Majority Non-White,NA,NA
2018,02,100,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,100,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,02,105,all,All,100,1
2018,02,105,poverty,High Poverty,NA,NA
2018,02,105,poverty,Not High Poverty,100,1
2018,02,105,race-ethnicity,Majority Non-White,100,1
2018,02,105,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,105,race-ethnicity,Mixed Race and Ethnicity,100,1
2018,02,110,all,All,100,1
2018,02,110,poverty,High Poverty,NA,NA
2018,02,110,poverty,Not High Poverty,100,1
2018,02,110,race-ethnicity,Majority Non-White,NA,NA
2018,02,110,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,110,race-ethnicity,Mixed Race and Ethnicity,100,1
2018,02,122,all,All,80.36942631398145,1
2018,02,122,poverty,High Poverty,NA,NA
2018,02,122,poverty,Not High Poverty,80.23022731354901,1
2018,02,122,race-ethnicity,Majority Non-White,100,1
2018,02,122,race-ethnicity,"Majority White, Non-Hispanic",79.6144168210608,1
2018,02,122,race-ethnicity,Mixed Race and Ethnicity,100,1
2018,02,130,all,All,100,1
2018,02,130,poverty,High Poverty,NA,NA
2018,02,130,poverty,Not High Poverty,100,1
2018,02,130,race-ethnicity,Majority Non-White,NA,NA
2018,02,130,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,130,race-ethnicity,Mixed Race and Ethnicity,100,1
2018,02,150,all,All,100,1
2018,02,150,poverty,High Poverty,NA,NA
2018,02,150,poverty,Not High Poverty,100,1
2018,02,150,race-ethnicity,Majority Non-White,100,1
2018,02,150,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,150,race-ethnicity,Mixed Race and Ethnicity,100,1
2018,02,158,all,All,100,1
2018,02,158,poverty,High Poverty,100,1
2018,02,158,poverty,Not High Poverty,NA,NA
2018,02,158,race-ethnicity,Majority Non-White,100,1
2018,02,158,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,158,race-ethnicity,Mixed Race and Ethnicity,NA,NA
