year,state,county,subgroup_type,subgroup,ratio_affordable_30ami_quality,ratio_affordable_50ami_quality,ratio_affordable_80ami_quality,ratio_available_30ami,ratio_available_50ami,ratio_available_80ami,ratio_affordable_30ami,ratio_affordable_50ami,ratio_affordable_80ami,ratio_available_30ami_quality,ratio_available_50ami_quality,ratio_available_80ami_quality
2021,01,005,tenure,Owner,NA,NA,3,NA,NA,1.331072506327863,NA,NA,2.2025714602321624,NA,NA,3
2022,01,005,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,005,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,007,tenure,All,3,3,3,0.9355262002033538,1.090364126973015,1.1163581420789441,2.035327440942979,1.926578364030236,1.5745952533166852,3,3,3
2021,01,007,tenure,All,3,3,3,0.8137455792844891,0.9735838962567998,1.076468814202091,1.4307939832733785,1.4477792944361418,1.394258648582445,3,3,3
2022,01,007,tenure,Owner,NA,3,3,NA,0.8666896789782533,0.9797433153887223,NA,2.048049706593027,1.5241910855174263,NA,3,3
2021,01,007,tenure,Owner,NA,NA,3,NA,NA,1.0520915150434704,NA,NA,1.5081801732958122,NA,NA,3
2022,01,007,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,007,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,009,tenure,All,2,2,2,0.6846119245668096,0.891465737044751,0.9735961680974096,1.924233574593084,1.8710400330152246,1.6884331607787137,2,2,2
2021,01,009,tenure,All,2,2,2,0.7977259078880509,0.8117252616017367,1.028617064568047,2.517725907888051,1.887792853244559,1.6302844423866707,2,2,2
2022,01,009,tenure,Owner,2,2,2,0.7977647245910112,0.8579029416425802,0.939919526656505,2.5074224263025027,2.1785945654905534,1.8606842940873052,2,2,2
2021,01,009,tenure,Owner,2,2,2,0.8328637529016003,0.8643832010793037,1.0407027412316272,2.925117450570189,2.1160874883085117,1.771369644388775,2,2,2
2022,01,009,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,009,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,011,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,011,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,011,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,011,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,013,tenure,All,3,3,3,1.2549460246065771,1.572211628614145,1.8448585659101417,2.075985551528457,2.426394660821529,2.3626331660232074,3,3,3
2021,01,013,tenure,All,3,3,3,2.2388740932209372,2.2107231545594415,2.084625085068593,3.3758837157227877,3.296415090272711,2.9120116412726977,3,3,3
2022,01,013,tenure,Owner,NA,NA,3,NA,NA,1.2749941011898742,NA,NA,2.0382050281939046,NA,NA,3
2021,01,013,tenure,Owner,NA,NA,3,NA,NA,2.4111465041980256,NA,NA,3.5045641086376738,NA,NA,3
2022,01,013,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,013,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,015,tenure,All,1,1,1,0.7448556185959861,0.8416916167664671,1.0157268292682926,2.295706664408502,2.0091067864271457,1.6675121951219511,1,1,1
2021,01,015,tenure,All,1,1,1,0.7590918501138638,0.8125,0.9824759260865793,1.6372231039955836,1.603313953488372,1.713542118504381,1,1,1
2022,01,015,tenure,Owner,1,1,1,0.8037244561634805,0.8620965896086061,0.9846021105727749,3.2241265655899802,2.544632639047837,1.9371474082431805,1,1,1
2021,01,015,tenure,Owner,1,1,1,0.7944153965958394,0.8021432050657574,0.904643277281849,1.980086772722216,1.8738431563565514,1.8734343644038476,1,1,1
2022,01,015,tenure,Renter,1,1,1,0.5683678801602509,0.7166163970386619,0.9906232240954727,1.1661731405678453,1.2508911434055388,1.2021216139420345,1,1,1
2021,01,015,tenure,Renter,1,1,1,0.6479462013813159,0.7610670511896179,1.0593978844589096,0.9641948382406398,1.1133381398702236,1.3727769382773451,1,1,1
2022,01,017,tenure,All,3,3,3,0.8744841569337627,0.9681125620747318,1.14892770746746,1.7178141087471026,1.8452019247821916,1.876613845794799,3,3,3
2021,01,017,tenure,All,3,3,3,1.0907459555968444,1.086359753277911,1.1731957858960458,2.545406303148187,2.4528184468056864,2.0577670571719096,3,3,3
2022,01,017,tenure,Owner,NA,3,3,NA,0.9933912326247692,1.1121360326139642,NA,2.2668046481663873,2.1623709690429305,NA,3,3
2021,01,017,tenure,Owner,NA,NA,3,NA,NA,1.2364678730884542,NA,NA,2.3799185773138065,NA,NA,3
2022,01,017,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,017,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,019,tenure,All,3,3,3,0.6770068785339123,0.7515274912217593,1.0338367993135413,1.6935069469989268,1.7366766398582973,1.8599064422496945,3,3,3
2021,01,019,tenure,All,3,3,3,0.948822003899589,0.9966541939359603,1.2507898216184092,1.9916001589097743,2.0612607996712473,1.9654671664513061,3,3,3
2022,01,019,tenure,Owner,NA,NA,3,NA,NA,1.0722481102216068,NA,NA,2.120170989755555,NA,NA,3
2021,01,019,tenure,Owner,NA,NA,3,NA,NA,0.9998131246167199,NA,NA,1.960707799636297,NA,NA,3
2022,01,019,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,019,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,021,tenure,All,3,3,3,0.7905668290144463,0.8304869984099427,1.0343732136388597,2.2014789317165895,2.1392665580728947,2.1280281088441426,3,3,3
2021,01,021,tenure,All,3,3,3,1.016854570711346,1.0215441206971343,1.119927950094821,2.471514918262689,2.3590733947018183,1.9581320821802881,3,3,3
2022,01,021,tenure,Owner,NA,NA,3,NA,NA,0.969666405461677,NA,NA,2.352231785287331,NA,NA,3
2021,01,021,tenure,Owner,3,3,3,1.1924998645183433,1.1955177075632888,1.162498562650003,3.019266817717962,2.9760280412430022,2.246285287350765,3,3,3
2022,01,021,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,021,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,023,tenure,All,NA,NA,3,NA,NA,1.6101220510121763,NA,NA,2.2830160855195625,NA,NA,3
2021,01,023,tenure,All,NA,NA,3,NA,NA,1.6104641340664148,NA,NA,2.1673782534259485,NA,NA,3
2022,01,023,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,023,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,023,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,023,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,025,tenure,All,3,3,3,0.9378737810580025,1.026441945490945,1.3160334387213366,1.983010425195528,2.035251523082994,1.9889274732287232,3,3,3
2021,01,025,tenure,All,3,3,3,1.2020071563161459,1.2206429089992459,1.2915926525572592,2.241817637624287,2.221371077934439,1.8485067719167936,3,3,3
2022,01,025,tenure,Owner,NA,NA,3,NA,NA,1.1330386226151699,NA,NA,2.151084225221033,NA,NA,3
2021,01,025,tenure,Owner,NA,NA,3,NA,NA,1.1154564011838155,NA,NA,1.7843774621581365,NA,NA,3
2022,01,025,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,025,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,027,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,027,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,027,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,027,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,029,tenure,All,NA,NA,3,NA,NA,1.50352536108052,NA,NA,2.241605228275946,NA,NA,3
2022,01,029,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,029,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,029,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,029,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,031,tenure,All,2,2,2,0.9425955150915435,1.0510820697241399,1.1917221080045708,1.9356443662211051,1.8868605836853325,1.8416284022862366,2,2,2
2021,01,031,tenure,All,2,2,2,1.3813544159518283,1.4270080382271357,1.360700760533979,2.518364038453679,2.445465439522821,1.9568448892703258,2,2,2
2022,01,031,tenure,Owner,2,2,2,0.850132523935716,0.8637969164364779,1.0467806240685253,2.4914576867086,2.0264076739555095,1.8375089980396389,2,2,2
2021,01,031,tenure,Owner,2,2,2,1.7877483403018637,1.6397137138668214,1.4569218963026487,3.351218545609826,2.9671688674089314,2.29304124279858,2,2,2
2022,01,031,tenure,Renter,2,2,2,0.8052983460525504,1.0799572443027816,1.2208982864831122,0.9672921155229552,1.416339657994136,1.6173867852051924,2,2,2
2021,01,031,tenure,Renter,2,2,2,0.6964078988007811,0.995173257390064,1.106356658311908,1.0575089491448595,1.4352040503076928,1.27386729230016,2,2,2
2022,01,033,tenure,All,3,3,3,0.681490463077598,0.7779333670516175,1.1036497237684626,1.7341843647945903,1.8658813845998334,1.8345557442888933,3,3,3
2021,01,033,tenure,All,3,3,3,0.9017000017351319,1.0308125909739756,1.079176868680004,2.1215113685923863,2.1822909900371683,1.7769570306336657,3,3,3
2022,01,033,tenure,Owner,3,3,3,0.6632309896645715,0.7398345037271211,0.9787303849064964,2.240606386341816,2.2674792913719086,2.019663941376712,3,3,3
2021,01,033,tenure,Owner,3,3,3,0.7976553393572966,0.8718304863236598,0.9617072013609348,2.60842882002028,2.4478594903756963,1.8620912925516173,3,3,3
2022,01,033,tenure,Renter,NA,3,3,NA,0.700817801590703,1.140225761408336,NA,1.149087512614606,1.426369275017385,NA,3,3
2021,01,033,tenure,Renter,NA,NA,3,NA,NA,1.0627240131019025,NA,NA,1.361170511026102,NA,NA,3
2022,01,035,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,035,tenure,All,NA,NA,3,NA,NA,1.643324609191642,NA,NA,2.2002387285511764,NA,NA,3
2022,01,035,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,035,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,035,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,035,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,037,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,037,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,037,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,037,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,039,tenure,All,3,3,3,0.9795378678119231,1.210178985962444,1.398310187011122,1.8005773947338028,2.0194717999634904,1.9051653431381228,3,3,3
2021,01,039,tenure,All,3,3,3,1.5811869073625486,1.6399802749609802,1.5498894235032599,2.718196529864399,2.7347975833276257,2.327058455297763,3,3,3
2022,01,039,tenure,Owner,3,3,3,1.0362950258886103,1.0566832104456558,1.1029945468439801,2.4408870209242917,2.3598065179018755,1.8474365455232669,3,3,3
2021,01,039,tenure,Owner,3,3,3,2.0967815322464385,2.0522596259465895,1.7160539449819936,3.6602517375544,3.4962241368034652,2.7919731037559514,3,3,3
2022,01,039,tenure,Renter,3,3,3,0.8253298376897994,1.28731499975026,1.723779155273326,0.9848677708774358,1.4749720507101556,1.8566144914214264,3,3,3
2021,01,039,tenure,Renter,NA,NA,3,NA,NA,1.2146258420032783,NA,NA,1.4637510254325594,NA,NA,3
2022,01,041,tenure,All,NA,NA,3,NA,NA,2.2324500587711733,NA,NA,2.73285830201883,NA,NA,3
2021,01,041,tenure,All,NA,NA,3,NA,NA,2.5577688767309437,NA,NA,3.292008624916657,NA,NA,3
2022,01,041,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,041,tenure,Owner,NA,NA,3,NA,NA,3.0598676329323617,NA,NA,4.090373639484965,NA,NA,3
2022,01,041,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,041,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,043,tenure,All,2,2,2,0.7435368475169182,0.8489263622393197,0.9622569591773691,1.9359507312928845,1.9604953761555834,1.8661588450188575,2,2,2
2021,01,043,tenure,All,1,1,1,0.8117723983358952,0.788195143210977,0.9866440072684306,2.206237943642461,2.184980678118059,1.993007112931011,1,1,1
2022,01,043,tenure,Owner,2,2,2,0.7367797012093906,0.8657686225486928,0.9378274464777149,2.651766658762153,2.592270611244527,2.27714398082359,2,2,2
2021,01,043,tenure,Owner,1,1,1,0.8345812293226538,0.7887704787657069,0.9228815563742327,2.61570607696326,2.5376173055511373,2.221541772228345,1,1,1
2022,01,043,tenure,Renter,2,2,2,0.5979171620577396,0.671167153031398,0.8313969732758777,0.7460434529990202,0.8387843459650465,1.0101829020618065,2,2,2
2021,01,043,tenure,Renter,NA,1,1,NA,0.6893355099959856,0.9384332304290136,NA,1.0925525219916237,1.3276529107800006,NA,1,1
2022,01,045,tenure,All,2,2,2,0.9708798025076104,1.0347385028369045,1.158191298241655,1.963928653637172,1.9143923238689096,1.8722828936115592,2,2,2
2021,01,045,tenure,All,3,3,3,0.9068847477386239,0.9671904303883023,1.1896345514207838,1.9967314824233289,2.0760757022884735,1.9469419030594022,3,3,3
2022,01,045,tenure,Owner,2,2,2,0.8623462104202898,0.8442746014714406,0.9692435669278032,2.503671373193174,2.2000734910457775,1.8759358611790702,2,2,2
2021,01,045,tenure,Owner,3,3,3,1.005924651438063,1.063989794542888,1.1711890479216251,3.010133323259537,2.9779095365708352,2.3238389353781423,3,3,3
2022,01,045,tenure,Renter,NA,2,2,NA,1.0317835993764026,1.23519696450689,NA,1.2337266944492686,1.6214742674508598,NA,2,2
2021,01,045,tenure,Renter,3,3,3,0.7277881140869313,0.7890496082095265,1.1218764402838026,0.9811956938741653,1.1435858276359545,1.4568376888239876,3,3,3
2022,01,047,tenure,All,3,3,3,0.8340904881663542,0.8371792233208126,0.9929077900093759,1.6322720888362907,1.5737331161857009,1.5744422403755427,3,3,3
2021,01,047,tenure,All,3,3,3,0.7775545284823094,0.7969165779670038,1.000843563483451,1.3946029324711988,1.4322722636153984,1.4424469275637548,3,3,3
2022,01,047,tenure,Owner,3,3,3,0.9010580389701985,0.8069426227259008,0.8907023365364526,2.34325183191026,2.061084036867315,1.7235663012725857,3,3,3
2021,01,047,tenure,Owner,3,3,3,0.804908590032557,0.8085755580536373,0.9799323421316404,1.8580015026296017,1.8553878272041109,1.6460421539146897,3,3,3
2022,01,047,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,047,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,049,tenure,All,2,2,2,0.7616243211700071,0.8449728715874509,0.9474776135023714,1.8458717111528273,1.8892488747156468,1.6348160135650525,2,2,2
2021,01,049,tenure,All,2,2,2,0.7760236471263705,0.7771023000588683,0.9632152900809803,1.8753908209516028,1.8135770507825737,1.6783165064336785,2,2,2
2022,01,049,tenure,Owner,2,2,2,0.759467879031262,0.8302049782799001,0.8979970660179923,2.098808167786663,2.1173478354227573,1.7695529100205882,2,2,2
2021,01,049,tenure,Owner,2,2,2,0.8140202661629938,0.8195783328165003,0.9549564494570167,2.3556024162644134,2.3011366043136627,1.9439133320623483,2,2,2
2022,01,049,tenure,Renter,2,2,2,0.5303510668661193,0.6145405475190664,0.803213395164111,0.9431057169989803,1.057787321976032,1.0542335653867996,2,2,2
2021,01,049,tenure,Renter,2,2,2,0.5358594335258696,0.5438707745627175,0.8051292612299854,0.8475651191445986,0.817965744003244,1.0166767133103967,2,2,2
2022,01,051,tenure,All,1,1,1,0.5792123954331018,0.7842747945375573,0.9821423091499424,2.442856684883843,2.3224700973805734,1.9134703807427584,1,1,1
2021,01,051,tenure,All,2,2,2,0.7960483658218526,0.9777372030235688,1.0637248563805861,2.225532212832621,2.1021043257209726,1.7953412679530054,2,2,2
2022,01,051,tenure,Owner,1,1,1,0.6784857371367635,0.7777573529411765,0.9581298036233659,2.995734470807785,2.4965073529411765,2.1438862541613073,1,1,1
2021,01,051,tenure,Owner,2,2,2,0.9894387153309747,1.0789119287002669,1.115626603551162,2.7546855179945413,2.519305210142299,2.0268709094730033,2,2,2
2022,01,051,tenure,Renter,NA,NA,1,NA,NA,0.7588429794336996,NA,NA,1.1631021061337714,NA,NA,1
2021,01,051,tenure,Renter,NA,NA,2,NA,NA,0.8620569882847482,NA,NA,1.192920770066193,NA,NA,2
2022,01,053,tenure,All,3,3,3,0.8806137590091468,0.939780866047647,1.1832950373964837,1.9257504031466726,1.9485904436396957,1.8561890719038703,3,3,3
2021,01,053,tenure,All,3,3,3,1.0767943061088665,1.0992594553198987,1.171325335964219,2.116604787417008,2.0999876242550917,1.7282394553237534,3,3,3
2022,01,053,tenure,Owner,3,3,3,0.9105508446449219,0.9106511862695608,1.0638471012073987,2.5858457332425626,2.461366994981105,2.081892703813262,3,3,3
2021,01,053,tenure,Owner,3,3,3,1.028475732579049,1.025298422171512,1.0426003990141723,2.317255038747403,2.2403530829409353,1.7115214599884936,3,3,3
2022,01,053,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,053,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,055,tenure,All,1,1,1,0.6649915049834115,0.7476109990531966,0.9550874659392158,1.6814915734484261,1.7138150197166684,1.788826702261735,1,1,1
2021,01,055,tenure,All,1,1,1,0.7641299510458389,0.8783804430863255,0.9532848104276676,1.8229639519359147,1.827501909854851,1.606583892298178,1,1,1
2022,01,055,tenure,Owner,1,1,1,0.7579943105871063,0.7935122967208935,0.9487057077177989,2.1308641129047614,2.0623778129059236,2.0136619284467745,1,1,1
2021,01,055,tenure,Owner,1,1,1,0.8083453237410072,0.871825876662636,0.8994293337286,2.2433093525179855,2.122490931076179,1.7194841769806566,1,1,1
2022,01,055,tenure,Renter,1,1,1,0.459855272226051,0.6166719795983423,0.8479602953637575,0.7084769124741557,0.9000637551801083,1.1830286890206998,1,1,1
2021,01,055,tenure,Renter,1,1,1,0.6247374562427072,0.8294605809128631,0.9824654622741764,0.986931155192532,1.1842323651452282,1.3164187035069075,1,1,1
2022,01,057,tenure,All,NA,NA,3,NA,NA,1.1807352622039728,NA,NA,1.8742624913183237,NA,NA,3
2021,01,057,tenure,All,NA,NA,3,NA,NA,2.016992803781444,NA,NA,2.7972540252678315,NA,NA,3
2022,01,057,tenure,Owner,NA,NA,3,NA,NA,0.9378687275339386,NA,NA,1.8823984100548876,NA,NA,3
2021,01,057,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,057,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,057,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,059,tenure,All,3,3,3,0.7403000252201367,0.7612194763435732,1.2331187215233463,1.792993926937129,1.788958477559406,2.082945730930603,3,3,3
2021,01,059,tenure,All,3,3,3,1.0366350551286596,1.045594556994068,1.156090943130993,2.256446421985914,2.2077742220879712,1.9886622724903305,3,3,3
2022,01,059,tenure,Owner,NA,NA,3,NA,NA,1.025427264934881,NA,NA,2.2462139581036227,NA,NA,3
2021,01,059,tenure,Owner,NA,NA,3,NA,NA,0.9264511076561578,NA,NA,2.0552947312612453,NA,NA,3
2022,01,059,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,059,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,061,tenure,All,3,3,3,0.9700154005095376,1.0124618004311075,1.4013301598761618,2.2529241418403076,2.0701671991848385,2.211787903901801,3,3,3
2021,01,061,tenure,All,3,3,3,1.1227649629564795,1.2289912291394274,1.416054474336794,2.2126116976411847,2.1696772526894894,2.123015441793288,3,3,3
2022,01,061,tenure,Owner,3,3,3,1.174718616673818,1.1323042667695915,1.2284965980801736,3.479855906310665,2.812788414156053,2.4283812799944537,3,3,3
2021,01,061,tenure,Owner,3,3,3,1.2182756980539828,1.3170746676633105,1.3524384401169811,3.222484369875457,2.955937449618198,2.4051598510784835,3,3,3
2022,01,061,tenure,Renter,NA,3,3,NA,0.7556388042487404,1.4873620042736253,NA,1.1142086229148607,1.7705566289968444,NA,3,3
2021,01,061,tenure,Renter,3,3,3,0.9466651308012941,1.0627373299027052,1.4003740636469353,1.200072710588528,1.353106379155003,1.7240776161173315,3,3,3
2022,01,063,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,063,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,063,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,063,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,063,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,063,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,065,tenure,All,NA,3,3,NA,1.1559468940392592,1.1946393292319948,NA,2.1077012800041715,1.7155547533722086,NA,3,3
2021,01,065,tenure,All,NA,NA,3,NA,NA,1.1179891477919288,NA,NA,1.4588909049569967,NA,NA,3
2022,01,065,tenure,Owner,NA,NA,3,NA,NA,0.9820236236484754,NA,NA,1.6181459231724595,NA,NA,3
2021,01,065,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,065,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,065,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,067,tenure,All,3,3,3,1.1222587203524954,1.1244196058388025,1.6301508257454456,2.4051674616832655,2.208538806140575,2.452882284270628,3,3,3
2021,01,067,tenure,All,3,3,3,1.3768546839902762,1.5452105467984028,1.682953038679279,2.4667014186749814,2.612142849784799,2.4109140162718807,3,3,3
2022,01,067,tenure,Owner,NA,NA,3,NA,NA,1.392691199320675,NA,NA,2.6106575451597376,NA,NA,3
2021,01,067,tenure,Owner,NA,NA,3,NA,NA,1.6018991820415445,NA,NA,2.6989233146971237,NA,NA,3
2022,01,067,tenure,Renter,NA,NA,3,NA,NA,1.7887590252968324,NA,NA,2.0819462793667345,NA,NA,3
2021,01,067,tenure,Renter,NA,NA,3,NA,NA,1.683235477395987,NA,NA,2.0077027269902064,NA,NA,3
2022,01,069,tenure,All,2,2,2,0.7639289720100949,0.851068856489902,1.074182398340077,2.0468377133408646,1.908774255243633,1.884640142365716,2,2,2
2021,01,069,tenure,All,2,2,2,0.7822396234759338,0.8728337726058294,1.0773326275018178,1.8720863581606388,1.8135197961558915,1.7842935949583116,2,2,2
2022,01,069,tenure,Owner,2,2,2,0.8711806197166041,0.9033999411916157,1.0176747875301135,3.1763179093534513,2.5838840885780767,2.217559469444394,2,2,2
2021,01,069,tenure,Owner,2,2,2,0.8833172019038713,0.9521087634208979,1.0539514718587353,2.887525873725345,2.590971545375785,2.106672882820237,2,2,2
